,season,player,true,true_rank,pred,pred_rank
626,1991,Magic Johnson,0.518,2.0,0.559934480135077,2.0
659,1991,Michael Jordan,0.928,1.0,0.7218177594976006,1.0
700,1991,Patrick Ewing,0.021,10.0,0.32233263687967684,5.0
770,1991,Ricky Pierce,0.0,13.0,-0.35946412271424066,15.0
859,1991,Terry Porter,0.026,9.0,-0.025596306328965535,12.0
876,1991,Tim Hardaway,0.001,12.0,-0.0989919473353621,14.0
102,1992,Brad Daugherty,0.025,8.0,-0.04766621867801343,10.0
133,1992,Charles Barkley,0.019,9.0,0.24823606139428772,3.0
178,1992,Clyde Drexler,0.584,2.0,0.17632528656614044,5.0
201,1992,David Robinson,0.35100000000000003,3.0,0.31836122869521216,2.0
344,1992,Hakeem Olajuwon,0.0,10.0,0.13395758563329652,9.0
440,1992,John Stockton,0.019,9.0,0.14178319553178975,8.0
473,1992,Karl Malone,0.273,4.0,0.21973866793370797,4.0
638,1992,Mark Price,0.069,6.0,-0.16677321267623113,11.0
660,1992,Michael Jordan,0.938,1.0,0.653841953281089,1.0
701,1992,Patrick Ewing,0.104,5.0,0.1567136946902321,7.0
799,1992,Scottie Pippen,0.033,7.0,0.15939040230977308,6.0
134,1993,Charles Barkley,0.852,1.0,0.42360365894328034,3.0
202,1993,David Robinson,0.034,6.0,0.20399249991674906,8.0
267,1993,Dominique Wilkins,0.055,5.0,-0.03293442152868828,12.0
345,1993,Hakeem Olajuwon,0.66,2.0,0.5900948711904579,2.0
441,1993,John Stockton,0.001,9.0,-0.06277244554021652,13.0
474,1993,Karl Malone,0.01,8.0,0.2955264960548274,5.0
589,1993,Larry Johnson,0.0,10.0,0.24047113360018443,7.0
639,1993,Mark Price,0.01,8.0,0.08192211758874551,10.0
661,1993,Michael Jordan,0.5770000000000001,3.0,0.6930917978614175,1.0
702,1993,Patrick Ewing,0.366,4.0,0.2691724071238947,6.0
800,1993,Scottie Pippen,0.0,10.0,0.11954456995954092,9.0
807,1993,Shaquille O'Neal,0.031,7.0,0.3475355280581366,4.0
820,1993,Shawn Kemp,0.001,9.0,0.04932130038834473,11.0
878,1993,Tim Hardaway,0.0,10.0,-0.0711050823736327,14.0
203,1994,David Robinson,0.723,2.0,0.8801333287022305,1.0
228,1994,Derrick Coleman,0.0,9.0,-0.01402136266986484,8.0
346,1994,Hakeem Olajuwon,0.88,1.0,0.4765475205999826,3.0
442,1994,John Stockton,0.001,8.0,-0.12498928988315575,10.0
475,1994,Karl Malone,0.017,6.0,0.13913987486142726,5.0
524,1994,Kevin Johnson,0.001,8.0,0.0648542862153727,7.0
640,1994,Mark Price,0.006999999999999999,7.0,-0.07352203366740942,9.0
678,1994,Mookie Blaylock,0.001,8.0,-0.2352914941603603,11.0
703,1994,Patrick Ewing,0.252,5.0,0.32204280296810517,4.0
801,1994,Scottie Pippen,0.386,3.0,0.10585972105665158,6.0
808,1994,Shaquille O'Neal,0.28600000000000003,4.0,0.57915500630993,2.0
51,1995,Anfernee Hardaway,0.022,10.0,-0.11535490340813084,11.0
135,1995,Charles Barkley,0.091,6.0,0.042473353447310236,9.0
192,1995,Dana Barros,0.0,11.0,0.3355760918591476,3.0
204,1995,David Robinson,0.858,1.0,0.7375694521858177,1.0
302,1995,Gary Payton,0.032,9.0,-0.11372622484992703,10.0
347,1995,Hakeem Olajuwon,0.14,5.0,0.23215668194988326,6.0
443,1995,John Stockton,0.045,8.0,0.24393527882008095,5.0
476,1995,Karl Malone,0.507,3.0,0.1471735916259156,7.0
704,1995,Patrick Ewing,0.219,4.0,0.13368744052511794,8.0
802,1995,Scottie Pippen,0.079,7.0,0.39465045943536103,2.0
809,1995,Shaquille O'Neal,0.5760000000000001,2.0,0.25315494326219606,4.0
31,1996,Alonzo Mourning,0.005,11.0,0.09346287964225497,9.0
52,1996,Anfernee Hardaway,0.319,3.0,0.13048268345576475,8.0
136,1996,Charles Barkley,0.006999999999999999,10.0,0.31263406987488906,3.0
205,1996,David Robinson,0.508,2.0,0.5193331283435617,2.0
303,1996,Gary Payton,0.087,6.0,-0.04002901901142461,14.0
331,1996,Grant Hill,0.056,8.0,0.04308968112744821,11.0
348,1996,Hakeem Olajuwon,0.211,4.0,0.28880985926781444,4.0
444,1996,John Stockton,0.011,9.0,-0.04019461679060471,15.0
477,1996,Karl Malone,0.075,7.0,0.27599084341146685,5.0
662,1996,Michael Jordan,0.986,1.0,0.796983402324875,1.0
705,1996,Patrick Ewing,0.0,13.0,0.18801516716998315,7.0
761,1996,Reggie Miller,0.0,13.0,0.06411416640370826,10.0
803,1996,Scottie Pippen,0.2,5.0,0.24961541820102556,6.0
810,1996,Shaquille O'Neal,0.056,8.0,0.019216985322754537,13.0
855,1996,Terrell Brandon,0.003,12.0,0.033040771744672015,12.0
167,1997,Chris Webber,0.0,10.0,0.012988048166900912,8.0
304,1997,Gary Payton,0.091,6.0,0.010053954790192082,9.0
324,1997,Glen Rice,0.117,5.0,-0.17284238989322318,12.0
332,1997,Grant Hill,0.327,3.0,0.3848862727551382,3.0
349,1997,Hakeem Olajuwon,0.083,7.0,0.11895001743308074,6.0
445,1997,John Stockton,0.003,9.0,-0.07664170872294365,11.0
478,1997,Karl Malone,0.857,1.0,0.6159484726113469,1.0
663,1997,Michael Jordan,0.8320000000000001,2.0,0.613814442062119,2.0
675,1997,Mitch Richmond,0.003,9.0,0.06960028843794341,7.0
804,1997,Scottie Pippen,0.005,8.0,0.20624756531895605,5.0
856,1997,Terrell Brandon,0.0,10.0,0.008836227900588856,10.0
879,1997,Tim Hardaway,0.207,4.0,0.3069928515165664,4.0
64,1998,Antoine Walker,0.005,9.0,-0.17427160408185816,9.0
206,1998,David Robinson,0.031,7.0,0.3875736253649973,4.0
305,1998,Gary Payton,0.3720000000000001,3.0,-0.04049732182510696,8.0
333,1998,Grant Hill,0.02,8.0,0.07628783847872544,7.0
479,1998,Karl Malone,0.726,2.0,0.4629081968897175,2.0
664,1998,Michael Jordan,0.934,1.0,0.5565438130585223,1.0
811,1998,Shaquille O'Neal,0.268,4.0,0.3610058446576718,5.0
861,1998,Tim Duncan,0.128,5.0,0.4454195233334559,3.0
880,1998,Tim Hardaway,0.061,6.0,0.09747059736645677,6.0
21,2000,Allen Iverson,0.109,7.0,-0.14126966566173568,12.0
32,2000,Alonzo Mourning,0.303,3.0,0.19844651889076284,7.0
168,2000,Chris Webber,0.079,9.0,0.22986161572422345,6.0
207,2000,David Robinson,0.0,13.0,0.16346962673499016,8.0
306,2000,Gary Payton,0.149,6.0,0.33778395717957044,4.0
334,2000,Grant Hill,0.093,8.0,0.1497669560629467,9.0
446,2000,John Stockton,0.0,13.0,-0.19563964126764047,13.0
480,2000,Karl Malone,0.258,4.0,0.5120686842402823,2.0
510,2000,Kevin Garnett,0.337,2.0,0.3054425376142811,5.0
546,2000,Kobe Bryant,0.002,11.0,-0.045088587228076904,10.0
652,2000,Michael Finley,0.001,12.0,-0.231051333495123,14.0
812,2000,Shaquille O'Neal,0.998,1.0,1.1161834674408537,1.0
862,2000,Tim Duncan,0.205,5.0,0.44104912864210555,3.0
910,2000,Vince Carter,0.042,10.0,-0.10072271603290192,11.0
22,2001,Allen Iverson,0.904,1.0,0.2574229869827747,7.0
169,2001,Chris Webber,0.42,3.0,0.20578224394180944,9.0
208,2001,David Robinson,0.006,9.0,-0.06264445637614224,13.0
307,2001,Gary Payton,0.0,12.0,0.08259636858665455,10.0
393,2001,Jason Kidd,0.015,7.0,-0.038795665839758325,12.0
412,2001,Jerry Stackhouse,0.002,10.0,0.2919044695372665,6.0
481,2001,Karl Malone,0.017,6.0,0.4439392365471885,1.0
511,2001,Kevin Garnett,0.122,4.0,0.2108055202867365,8.0
547,2001,Kobe Bryant,0.009000000000000001,8.0,0.012378200662301997,11.0
653,2001,Michael Finley,0.001,11.0,-0.3054352063162675,14.0
749,2001,Ray Allen,0.006,9.0,0.4354460392361216,4.0
863,2001,Tim Duncan,0.569,2.0,0.3656338801352472,5.0
894,2001,Tracy McGrady,0.052000000000000005,5.0,0.44058825089831,3.0
911,2001,Vince Carter,0.006,9.0,0.4415596156712832,2.0
23,2002,Allen Iverson,0.023,8.0,0.10521202220748402,8.0
170,2002,Chris Webber,0.029,6.0,0.07400640949977556,9.0
245,2002,Dirk Nowitzki,0.025,7.0,-0.019786260387367388,11.0
297,2002,Elton Brand,0.001,12.0,0.11089973590127027,7.0
308,2002,Gary Payton,0.043,5.0,0.23949968315393164,6.0
394,2002,Jason Kidd,0.7120000000000001,2.0,0.053013471240078464,10.0
512,2002,Kevin Garnett,0.013,10.0,0.3801819153837395,2.0
548,2002,Kobe Bryant,0.078,4.0,0.25100415066126003,5.0
722,2002,Paul Pierce,0.017,9.0,0.3552694948226173,3.0
847,2002,Steve Nash,0.004,11.0,-0.14645858633988995,12.0
864,2002,Tim Duncan,0.757,1.0,0.8596166814423175,1.0
895,2002,Tracy McGrady,0.31,3.0,0.26774264603539605,4.0
24,2003,Allen Iverson,0.07,6.0,-0.026082867962530343,10.0
246,2003,Dirk Nowitzki,0.036000000000000004,7.0,0.27729550711788153,7.0
395,2003,Jason Kidd,0.026,8.0,0.28620990873421664,6.0
513,2003,Kevin Garnett,0.732,2.0,0.3670863352871022,5.0
549,2003,Kobe Bryant,0.417,3.0,0.42180442327377,4.0
723,2003,Paul Pierce,0.001,9.0,-0.007950626999962074,9.0
813,2003,Shaquille O'Neal,0.106,5.0,0.5097479921035685,3.0
826,2003,Shawn Marion,0.0,10.0,0.07221684320134125,8.0
843,2003,Stephon Marbury,0.0,10.0,-0.18951675537916687,12.0
848,2003,Steve Nash,0.001,9.0,-0.050975292938564926,11.0
865,2003,Tim Duncan,0.8079999999999999,1.0,0.5160433440488993,2.0
896,2003,Tracy McGrady,0.359,4.0,0.5701227054068079,1.0
47,2004,Andrei Kirilenko,0.002,7.0,0.06045493591905646,6.0
76,2004,Baron Davis,0.003,6.0,-0.1574640250385063,8.0
396,2004,Jason Kidd,0.014,5.0,0.19631524384040303,4.0
514,2004,Kevin Garnett,0.991,1.0,0.5031336601440398,1.0
550,2004,Kobe Bryant,0.172,3.0,0.05846988646970058,7.0
814,2004,Shaquille O'Neal,0.145,4.0,0.3258436155223503,3.0
866,2004,Tim Duncan,0.5820000000000001,2.0,0.4930964548619283,2.0
897,2004,Tracy McGrady,0.0,8.0,0.0836441272546539,5.0
26,2005,Allen Iverson,0.189,5.0,0.14997082660684358,7.0
38,2005,Amar'e Stoudemire,0.032,9.0,0.032742751162401496,9.0
248,2005,Dirk Nowitzki,0.275,3.0,0.30227545751509155,4.0
281,2005,Dwyane Wade,0.034,8.0,-0.05805922751004075,11.0
515,2005,Kevin Garnett,0.012,10.0,0.5731775181819576,1.0
551,2005,Kobe Bryant,0.0,11.0,0.17384703746544478,6.0
598,2005,LeBron James,0.073,6.0,0.47633162031741294,2.0
815,2005,Shaquille O'Neal,0.813,2.0,-0.010463455069002342,10.0
849,2005,Steve Nash,0.8390000000000001,1.0,0.061792682341646005,8.0
867,2005,Tim Duncan,0.258,4.0,0.21941354810154381,5.0
898,2005,Tracy McGrady,0.035,7.0,0.32304173198084907,3.0
27,2006,Allen Iverson,0.001,8.0,0.19170845956055482,8.0
249,2006,Dirk Nowitzki,0.435,3.0,0.5720803826337928,2.0
282,2006,Dwyane Wade,0.07,5.0,0.36546071431932503,5.0
298,2006,Elton Brand,0.04,6.0,0.4133276236989948,4.0
321,2006,Gilbert Arenas,0.0,9.0,0.06645716790373488,10.0
516,2006,Kevin Garnett,0.0,9.0,0.35801857054705244,6.0
552,2006,Kobe Bryant,0.386,4.0,0.6477402544995681,1.0
599,2006,LeBron James,0.55,2.0,0.4672789279554934,3.0
706,2006,Pau Gasol,0.0,9.0,0.1407367054044519,9.0
726,2006,Paul Pierce,0.0,9.0,0.04788741913588315,12.0
828,2006,Shawn Marion,0.001,8.0,0.04989352748219392,11.0
850,2006,Steve Nash,0.7390000000000001,1.0,0.03506001762590252,13.0
868,2006,Tim Duncan,0.026,7.0,0.21444428014277667,7.0
899,2006,Tracy McGrady,0.0,9.0,-0.09665470378460261,15.0
915,2006,Vince Carter,0.0,9.0,0.0019166392257424503,14.0
39,2007,Amar'e Stoudemire,0.002,8.0,0.22708327087513647,7.0
117,2007,Carmelo Anthony,0.001,9.0,-0.14444977019484853,12.0
250,2007,Dirk Nowitzki,0.882,1.0,0.5062912102817652,1.0
273,2007,Dwight Howard,0.0,10.0,0.09448529054070556,9.0
283,2007,Dwyane Wade,0.002,8.0,0.11727428862153419,8.0
322,2007,Gilbert Arenas,0.024,6.0,-0.12784377909300623,11.0
517,2007,Kevin Garnett,0.005,7.0,0.04230110664350992,10.0
553,2007,Kobe Bryant,0.404,2.0,0.32299156327417,4.0
600,2007,LeBron James,0.142,4.0,0.4469443970363407,2.0
869,2007,Tim Duncan,0.222,3.0,0.3437381853917442,3.0
889,2007,Tony Parker,0.001,9.0,0.23722811162671936,6.0
900,2007,Tracy McGrady,0.085,5.0,0.28510798096889334,5.0
28,2008,Allen Iverson,0.0,8.0,-0.12386563314607507,9.0
140,2008,Chauncey Billups,0.0,8.0,0.09396729424968153,8.0
158,2008,Chris Paul,0.71,2.0,0.18549587449718352,5.0
251,2008,Dirk Nowitzki,0.004,7.0,0.14705613229473974,7.0
274,2008,Dwight Howard,0.048,4.0,0.1666758149784711,6.0
554,2008,Kobe Bryant,0.873,1.0,0.2291719888192214,4.0
601,2008,LeBron James,0.348,3.0,0.4278046386582502,1.0
851,2008,Steve Nash,0.014,6.0,0.2676397384833045,2.0
870,2008,Tim Duncan,0.02,5.0,0.25625645980014355,3.0
110,2009,Brandon Roy,0.006,7.0,-0.052681833974759895,10.0
159,2009,Chris Paul,0.159,5.0,0.39684444610033126,2.0
252,2009,Dirk Nowitzki,0.002,8.0,0.0721076916921595,9.0
275,2009,Dwight Howard,0.271,4.0,0.09907203743996978,8.0
285,2009,Dwyane Wade,0.562,3.0,0.28873746584822146,4.0
555,2009,Kobe Bryant,0.5770000000000001,2.0,0.22943179130752003,5.0
602,2009,LeBron James,0.969,1.0,0.4122849514344394,1.0
818,2009,Shaquille O'Neal,0.0,9.0,0.10670529145045206,7.0
871,2009,Tim Duncan,0.002,8.0,0.19646056190291145,6.0
890,2009,Tony Parker,0.006999999999999999,6.0,0.37764944369192743,3.0
119,2010,Carmelo Anthony,0.053,5.0,-0.03687549336159812,9.0
146,2010,Chris Bosh,0.001,8.0,0.17763483374431516,6.0
253,2010,Dirk Nowitzki,0.045,6.0,0.12312016910778767,8.0
276,2010,Dwight Howard,0.389,3.0,0.17068680675651166,7.0
286,2010,Dwyane Wade,0.097,4.0,0.3788181115780603,2.0
498,2010,Kevin Durant,0.495,2.0,0.29615515684994637,3.0
603,2010,LeBron James,0.98,1.0,0.4812570458951017,1.0
736,2010,Rajon Rondo,0.0,9.0,-0.08091257212562619,10.0
852,2010,Steve Nash,0.04,7.0,0.28602238792707174,4.0
872,2010,Tim Duncan,0.0,9.0,0.2511770613793013,5.0
91,2011,Blake Griffin,0.004,8.0,0.025073766468650532,12.0
160,2011,Chris Paul,0.002,9.0,0.22499209503931494,6.0
230,2011,Derrick Rose,0.977,1.0,0.44598095588680364,3.0
254,2011,Dirk Nowitzki,0.093,6.0,0.1600666312162493,8.0
277,2011,Dwight Howard,0.531,2.0,0.5114393814872651,2.0
287,2011,Dwyane Wade,0.02,7.0,0.29908395840259583,5.0
499,2011,Kevin Durant,0.157,5.0,0.2133306731571152,7.0
556,2011,Kobe Bryant,0.354,4.0,0.40372709841601095,4.0
604,2011,LeBron James,0.431,3.0,0.679500340220647,1.0
709,2011,Pau Gasol,0.0,10.0,0.1198859833738562,9.0
737,2011,Rajon Rondo,0.004,8.0,0.04418249545862768,11.0
788,2011,Russell Westbrook,0.0,10.0,0.07561892120183367,10.0
873,2011,Tim Duncan,0.0,10.0,-0.0030119199375099326,13.0
92,2012,Blake Griffin,0.0,8.0,0.004624952826880885,7.0
161,2012,Chris Paul,0.318,3.0,0.09925414643516245,6.0
278,2012,Dwight Howard,0.011,6.0,0.2238238903955909,3.0
500,2012,Kevin Durant,0.735,2.0,0.27088893821977655,2.0
526,2012,Kevin Love,0.048,5.0,-0.1451043921776769,8.0
605,2012,LeBron James,0.888,1.0,0.6293752724423318,1.0
853,2012,Steve Nash,0.006,7.0,0.2224395540617767,4.0
891,2012,Tony Parker,0.274,4.0,0.11457151971803908,5.0
122,2013,Carmelo Anthony,0.393,3.0,0.14260584431610882,5.0
162,2013,Chris Paul,0.239,4.0,0.0290493600957146,7.0
375,2013,James Harden,0.027000000000000003,7.0,-0.0408535016427822,8.0
501,2013,Kevin Durant,0.632,2.0,0.4424631553478371,2.0
558,2013,Kobe Bryant,0.152,5.0,0.24353139118853992,4.0
606,2013,LeBron James,0.998,1.0,0.7607086502890912,1.0
790,2013,Russell Westbrook,0.006999999999999999,8.0,0.10745938867399346,6.0
892,2013,Tony Parker,0.071,6.0,0.27290182299887566,3.0
94,2014,Blake Griffin,0.34700000000000003,3.0,0.0326826453545056,7.0
123,2014,Carmelo Anthony,0.003,9.0,0.18314182591154324,5.0
163,2014,Chris Paul,0.036000000000000004,7.0,-0.06129791993038655,9.0
280,2014,Dwight Howard,0.0,10.0,0.01939643515007311,8.0
376,2014,James Harden,0.068,5.0,0.08363549606215537,6.0
419,2014,Joakim Noah,0.258,4.0,-0.12846892846832822,10.0
502,2014,Kevin Durant,0.986,1.0,0.5811177798220054,2.0
527,2014,Kevin Love,0.02,8.0,0.3572035024728838,4.0
607,2014,LeBron James,0.713,2.0,0.6982989507947697,1.0
836,2014,Stephen Curry,0.053,6.0,0.42496115551522967,3.0
164,2015,Chris Paul,0.095,5.0,0.05012683400658069,4.0
217,2015,DeMarcus Cousins,0.0,6.0,0.039552772091206306,5.0
377,2015,James Harden,0.72,2.0,0.3109543616894286,1.0
608,2015,LeBron James,0.425,3.0,0.03580219715922242,6.0
791,2015,Russell Westbrook,0.271,4.0,0.3066605309208298,2.0
837,2015,Stephen Curry,0.922,1.0,0.2998327658983634,3.0
165,2016,Chris Paul,0.08199999999999999,6.0,0.10582535720082864,6.0
218,2016,DeMarcus Cousins,0.0,9.0,-0.11790149969744756,9.0
378,2016,James Harden,0.006999999999999999,7.0,0.11157044706789963,5.0
484,2016,Kawhi Leonard,0.484,2.0,0.10340017360407751,7.0
504,2016,Kevin Durant,0.112,5.0,0.47722184835346,2.0
562,2016,Kyle Lowry,0.005,8.0,-0.21127142274417404,10.0
609,2016,LeBron James,0.482,3.0,0.46429666128340547,3.0
714,2016,Paul George,0.0,9.0,-0.06853303469094452,8.0
792,2016,Russell Westbrook,0.371,4.0,0.33345386595178894,4.0
838,2016,Stephen Curry,1.0,1.0,0.5896853212842543,1.0
59,2017,Anthony Davis,0.002,8.0,0.26835764682768803,6.0
