,season,player,true,true_rank,pred,pred_rank
774,1983,Robert Parish,0.0,13.0,0.047657638986646,10.0
831,1983,Sidney Moncrief,0.301,4.0,0.11277901084648603,7.0
3,1984,Adrian Dantley,0.116,6.0,0.1887320930164117,6.0
13,1984,Alex English,0.0,8.0,0.053811491661913846,10.0
84,1984,Bernard King,0.491,2.0,0.38700628324274533,3.0
313,1984,George Gervin,0.0,8.0,0.2170748491711253,5.0
356,1984,Isiah Thomas,0.151,4.0,0.06849498009469784,9.0
456,1984,Julius Erving,0.129,5.0,0.29689875750893596,4.0
489,1984,Kelly Tripucka,0.0,8.0,0.07727310932925135,7.0
539,1984,Kiki Vandeweghe,0.0,8.0,0.07670655216508243,8.0
583,1984,Larry Bird,0.858,1.0,0.6929880211363368,1.0
620,1984,Magic Johnson,0.401,3.0,0.41589167421050804,2.0
632,1984,Mark Aguirre,0.037000000000000005,7.0,0.03145225897726531,11.0
739,1984,Ralph Sampson,0.0,8.0,-0.09181219194852319,12.0
4,1985,Adrian Dantley,0.0,14.0,-0.14347553072319735,14.0
14,1985,Alex English,0.015,11.0,0.07071307323062125,11.0
85,1985,Bernard King,0.09,7.0,0.1400543188776689,8.0
115,1985,Calvin Natt,0.028,10.0,0.23748243949341874,5.0
357,1985,Isiah Thomas,0.081,9.0,0.2877443448886722,4.0
369,1985,Jack Sikma,0.004,13.0,-0.07775785693379263,13.0
465,1985,Kareem Abdul-Jabbar,0.264,4.0,0.18057742248502834,7.0
584,1985,Larry Bird,0.978,1.0,0.9173093067557134,1.0
621,1985,Magic Johnson,0.338,2.0,0.6628562696710253,2.0
654,1985,Michael Jordan,0.172,6.0,0.09071962628492301,10.0
670,1985,Micheal Ray Richardson,0.014,12.0,0.4607266385265044,3.0
682,1985,Moses Malone,0.279,3.0,0.18560840013500224,6.0
833,1985,Sidney Moncrief,0.083,8.0,0.012564095643389589,12.0
857,1985,Terry Cummings,0.177,5.0,0.13605702466000025,9.0
5,1986,Adrian Dantley,0.003,11.0,0.4219597814518114,4.0
15,1986,Alex English,0.071,7.0,-0.028302679050963966,10.0
34,1986,Alvin Robertson,0.004,10.0,-0.05230497597232363,11.0
173,1986,Clyde Drexler,0.0,12.0,-0.06618838600496817,12.0
261,1986,Dominique Wilkins,0.522,2.0,0.13867632141773695,7.0
339,1986,Hakeem Olajuwon,0.247,4.0,0.09257351458162248,8.0
358,1986,Isiah Thomas,0.036000000000000004,8.0,0.27346011024055505,6.0
466,1986,Kareem Abdul-Jabbar,0.173,5.0,0.5085068079600262,3.0
585,1986,Larry Bird,0.981,1.0,0.8664916271391141,1.0
622,1986,Magic Johnson,0.263,3.0,0.7584865553417213,2.0
683,1986,Moses Malone,0.027000000000000003,9.0,0.3995103533402187,5.0
834,1986,Sidney Moncrief,0.07200000000000001,6.0,0.01560275830328689,9.0
16,1987,Alex English,0.003,10.0,0.015357863748120815,10.0
128,1987,Charles Barkley,0.145,6.0,0.27346868706129007,4.0
262,1987,Dominique Wilkins,0.16399999999999998,5.0,0.04629103967375675,9.0
340,1987,Hakeem Olajuwon,0.036000000000000004,7.0,-0.04101873853239284,12.0
359,1987,Isiah Thomas,0.022,8.0,0.01431195293424875,11.0
530,1987,Kevin McHale,0.326,4.0,0.22283076957164766,5.0
586,1987,Larry Bird,0.34700000000000003,3.0,0.5205440615999313,3.0
623,1987,Magic Johnson,0.94,1.0,0.5974374661829305,1.0
633,1987,Mark Aguirre,0.001,11.0,0.09628491027156569,6.0
655,1987,Michael Jordan,0.5760000000000001,2.0,0.5578773903774286,2.0
684,1987,Moses Malone,0.012,9.0,0.0856003881782687,7.0
835,1987,Sleepy Floyd,0.0,12.0,0.05958697522794654,8.0
17,1988,Alex English,0.005,10.0,0.11141365431616447,8.0
129,1988,Charles Barkley,0.136,4.0,0.2961017694103299,2.0
174,1988,Clyde Drexler,0.108,5.0,0.018319744486226017,12.0
259,1988,Doc Rivers,0.0,13.0,0.12003827504094745,7.0
263,1988,Dominique Wilkins,0.069,6.0,-0.032439645550233584,13.0
299,1988,Fat Lever,0.033,9.0,0.043803347004505125,11.0
341,1988,Hakeem Olajuwon,0.05,7.0,0.25711566565800675,3.0
360,1988,Isiah Thomas,0.004,11.0,0.2469165185375588,5.0
470,1988,Karl Malone,0.045,8.0,0.2155934157555484,6.0
587,1988,Larry Bird,0.659,2.0,0.2545197717196327,4.0
624,1988,Magic Johnson,0.635,3.0,0.07163658179441677,10.0
634,1988,Mark Aguirre,0.001,12.0,-0.06920966200787196,14.0
656,1988,Michael Jordan,0.831,1.0,0.48556929519640674,1.0
685,1988,Moses Malone,0.0,13.0,-0.08116175651166678,15.0
697,1988,Patrick Ewing,0.0,13.0,0.08888382032819493,9.0
18,1989,Alex English,0.0,11.0,0.10751699974591099,5.0
130,1989,Charles Barkley,0.111,5.0,-0.07841979477586365,12.0
154,1989,Chris Mullin,0.004,9.0,0.09497140104235784,6.0
175,1989,Clyde Drexler,0.0,11.0,-0.01603630394233932,10.0
264,1989,Dominique Wilkins,0.0,11.0,-0.19649088907325446,13.0
342,1989,Hakeem Olajuwon,0.211,4.0,0.33720525046969396,2.0
437,1989,John Stockton,0.033,6.0,0.03410609952105609,9.0
471,1989,Karl Malone,0.426,2.0,-0.052708561031027015,11.0
637,1989,Mark Price,0.021,8.0,0.07774000571552404,7.0
657,1989,Michael Jordan,0.7040000000000001,1.0,0.6726355951579686,1.0
698,1989,Patrick Ewing,0.235,3.0,0.2816597117760305,3.0
858,1989,Terry Cummings,0.001,10.0,0.22181980100805893,4.0
884,1989,Tom Chambers,0.024,7.0,0.05815903406504168,8.0
131,1990,Charles Barkley,0.667,2.0,-0.2540979576423128,15.0
155,1990,Chris Mullin,0.0,12.0,0.05156728851253896,11.0
176,1990,Clyde Drexler,0.003,10.0,0.061160159082283186,10.0
199,1990,David Robinson,0.111,5.0,0.39421693880770736,4.0
265,1990,Dominique Wilkins,0.0,12.0,-0.08031683027662416,12.0
300,1990,Fat Lever,0.0,12.0,-0.18369113692922767,14.0
343,1990,Hakeem Olajuwon,0.07,6.0,0.5156369330736232,3.0
362,1990,Isiah Thomas,0.001,11.0,-0.14150489304917757,13.0
438,1990,John Stockton,0.01,8.0,0.16651297921554675,6.0
522,1990,Kevin Johnson,0.0,12.0,0.2205661000060996,5.0
588,1990,Larry Bird,0.005,9.0,0.12407052684459442,7.0
625,1990,Magic Johnson,0.691,1.0,0.6625951089959702,1.0
658,1990,Michael Jordan,0.613,3.0,0.6437395896875402,2.0
699,1990,Patrick Ewing,0.17600000000000002,4.0,0.1145042514045385,8.0
885,1990,Tom Chambers,0.013,7.0,0.10371540582040077,9.0
86,1991,Bernard King,0.006999999999999999,12.0,-0.21713776791758488,14.0
132,1991,Charles Barkley,0.231,4.0,0.2564049948784794,5.0
156,1991,Chris Mullin,0.0,14.0,-0.08111909553089956,12.0
177,1991,Clyde Drexler,0.078,6.0,0.11164572714539385,9.0
200,1991,David Robinson,0.496,3.0,0.5798899761915635,2.0
266,1991,Dominique Wilkins,0.03,8.0,-0.08640483829354177,13.0
439,1991,John Stockton,0.016,11.0,-0.02650572329601432,11.0
472,1991,Karl Malone,0.14800000000000002,5.0,0.07839766728721033,10.0
523,1991,Kevin Johnson,0.033,7.0,0.127147154733259,7.0
626,1991,Magic Johnson,0.518,2.0,0.3380611370795836,4.0
659,1991,Michael Jordan,0.928,1.0,0.8387274446280039,1.0
700,1991,Patrick Ewing,0.021,10.0,0.3490514133894131,3.0
859,1991,Terry Porter,0.026,9.0,0.12445280488052825,8.0
876,1991,Tim Hardaway,0.001,13.0,0.1793534113213029,6.0
102,1992,Brad Daugherty,0.025,10.0,-0.09474666884068259,11.0
133,1992,Charles Barkley,0.019,11.0,0.12768618129608042,6.0
178,1992,Clyde Drexler,0.584,2.0,0.10795838239370226,7.0
201,1992,David Robinson,0.35100000000000003,3.0,0.16646356355671094,4.0
224,1992,Dennis Rodman,0.027000000000000003,9.0,-0.1635492104444225,12.0
344,1992,Hakeem Olajuwon,0.0,12.0,-0.08633540632088299,10.0
440,1992,John Stockton,0.019,11.0,-0.05411772948852023,8.0
473,1992,Karl Malone,0.273,4.0,0.20758008830481928,3.0
638,1992,Mark Price,0.069,6.0,-0.07914405195576095,9.0
660,1992,Michael Jordan,0.938,1.0,0.876706430252012,1.0
701,1992,Patrick Ewing,0.104,5.0,0.15868211026947648,5.0
799,1992,Scottie Pippen,0.033,8.0,0.3235018305586542,2.0
877,1992,Tim Hardaway,0.067,7.0,-0.2166419754739163,13.0
103,1993,Brad Daugherty,0.001,9.0,-0.12422568135655795,14.0
134,1993,Charles Barkley,0.852,1.0,0.21627254562249787,5.0
179,1993,Clyde Drexler,0.001,9.0,0.01747345434098596,9.0
202,1993,David Robinson,0.034,6.0,0.28290016331780143,4.0
267,1993,Dominique Wilkins,0.055,5.0,0.09713754780230735,7.0
345,1993,Hakeem Olajuwon,0.66,2.0,0.48240536790195676,2.0
441,1993,John Stockton,0.001,9.0,-0.08997578403935072,12.0
474,1993,Karl Malone,0.01,8.0,0.44909627982853284,3.0
639,1993,Mark Price,0.01,8.0,0.040855576047731115,8.0
661,1993,Michael Jordan,0.5770000000000001,3.0,0.9134438945157071,1.0
702,1993,Patrick Ewing,0.366,4.0,0.1378372985786411,6.0
800,1993,Scottie Pippen,0.0,10.0,-0.036052991798543835,10.0
807,1993,Shaquille O'Neal,0.031,7.0,-0.0674163194378608,11.0
878,1993,Tim Hardaway,0.0,10.0,-0.10838079048532905,13.0
203,1994,David Robinson,0.723,2.0,0.6608963332635713,1.0
228,1994,Derrick Coleman,0.0,9.0,0.0486983055597449,10.0
268,1994,Dominique Wilkins,0.001,8.0,0.08258411987201271,8.0
346,1994,Hakeem Olajuwon,0.88,1.0,0.27710981340209434,3.0
442,1994,John Stockton,0.001,8.0,-0.07278396207853648,12.0
475,1994,Karl Malone,0.017,6.0,0.18982327484615796,4.0
524,1994,Kevin Johnson,0.001,8.0,-0.18417487791341147,13.0
640,1994,Mark Price,0.006999999999999999,7.0,0.09194416675603102,7.0
678,1994,Mookie Blaylock,0.001,8.0,0.17350711789104423,5.0
703,1994,Patrick Ewing,0.252,5.0,0.16308697417118423,6.0
801,1994,Scottie Pippen,0.386,3.0,-0.008529145709307281,11.0
808,1994,Shaquille O'Neal,0.28600000000000003,4.0,0.6356787020234688,2.0
821,1994,Shawn Kemp,0.017,6.0,0.07498768234338564,9.0
51,1995,Anfernee Hardaway,0.022,10.0,0.08856655134764889,9.0
135,1995,Charles Barkley,0.091,6.0,-0.024026448870275788,11.0
192,1995,Dana Barros,0.0,11.0,0.17233014507134792,6.0
204,1995,David Robinson,0.858,1.0,0.7077710757643692,1.0
302,1995,Gary Payton,0.032,9.0,0.15698185131518588,7.0
347,1995,Hakeem Olajuwon,0.14,5.0,0.13524137793243374,8.0
443,1995,John Stockton,0.045,8.0,0.5648601679714491,2.0
476,1995,Karl Malone,0.507,3.0,0.27179956843738085,5.0
704,1995,Patrick Ewing,0.219,4.0,0.009979484541508044,10.0
760,1995,Reggie Miller,0.0,11.0,-0.028868068138813582,12.0
802,1995,Scottie Pippen,0.079,7.0,0.4342247501503281,3.0
809,1995,Shaquille O'Neal,0.5760000000000001,2.0,0.3436842739782989,4.0
31,1996,Alonzo Mourning,0.005,12.0,-0.008522444586075054,12.0
52,1996,Anfernee Hardaway,0.319,3.0,0.30181015967356684,4.0
136,1996,Charles Barkley,0.006999999999999999,11.0,0.13093049730096784,9.0
205,1996,David Robinson,0.508,2.0,0.37355356640337617,2.0
303,1996,Gary Payton,0.087,6.0,0.06042635066615322,11.0
331,1996,Grant Hill,0.056,9.0,0.12449620428190995,10.0
348,1996,Hakeem Olajuwon,0.211,4.0,0.21492586447878337,7.0
444,1996,John Stockton,0.011,10.0,-0.12406806390952745,14.0
477,1996,Karl Malone,0.075,7.0,0.3530557776278804,3.0
662,1996,Michael Jordan,0.986,1.0,1.1415554380513595,1.0
803,1996,Scottie Pippen,0.2,5.0,-0.0577343899730845,13.0
810,1996,Shaquille O'Neal,0.056,9.0,0.22245226865458972,6.0
823,1996,Shawn Kemp,0.065,8.0,0.16790394443277218,8.0
855,1996,Terrell Brandon,0.003,13.0,0.28409792633966435,5.0
152,1997,Chris Gatling,0.0,9.0,0.1132514403430584,4.0
167,1997,Chris Webber,0.0,9.0,0.06705301360927032,7.0
304,1997,Gary Payton,0.091,5.0,0.05711645899305651,8.0
332,1997,Grant Hill,0.327,3.0,0.4778539566778435,3.0
349,1997,Hakeem Olajuwon,0.083,6.0,-0.07536587425434346,11.0
445,1997,John Stockton,0.003,8.0,-0.2227296058644314,12.0
478,1997,Karl Malone,0.857,1.0,0.6583433776295387,2.0
663,1997,Michael Jordan,0.8320000000000001,2.0,1.1019989899597025,1.0
675,1997,Mitch Richmond,0.003,8.0,-0.030020876932742552,10.0
804,1997,Scottie Pippen,0.005,7.0,0.10109629841749418,5.0
856,1997,Terrell Brandon,0.0,9.0,0.043809991200753934,9.0
879,1997,Tim Hardaway,0.207,4.0,0.0897795551145614,6.0
206,1998,David Robinson,0.031,7.0,0.06752620453713629,6.0
305,1998,Gary Payton,0.3720000000000001,3.0,0.241613292957537,4.0
333,1998,Grant Hill,0.02,8.0,0.0423903676046304,7.0
479,1998,Karl Malone,0.726,2.0,0.6150419163183075,2.0
509,1998,Kevin Garnett,0.0,9.0,-0.11736208537772072,8.0
664,1998,Michael Jordan,0.934,1.0,0.884275033083473,1.0
811,1998,Shaquille O'Neal,0.268,4.0,-0.31414124726997794,9.0
861,1998,Tim Duncan,0.128,5.0,0.22292150937400215,5.0
880,1998,Tim Hardaway,0.061,6.0,0.2676799754034769,3.0
21,2000,Allen Iverson,0.109,7.0,0.01162513979195269,10.0
32,2000,Alonzo Mourning,0.303,3.0,0.2284216322239671,7.0
168,2000,Chris Webber,0.079,9.0,0.232540506039153,6.0
207,2000,David Robinson,0.0,12.0,-0.05859705966798866,13.0
306,2000,Gary Payton,0.149,6.0,0.37755227191844837,5.0
334,2000,Grant Hill,0.093,8.0,0.00033017537778354256,11.0
446,2000,John Stockton,0.0,12.0,0.08030241744818191,9.0
480,2000,Karl Malone,0.258,4.0,0.4539633771702779,3.0
510,2000,Kevin Garnett,0.337,2.0,0.4460350757730367,4.0
546,2000,Kobe Bryant,0.002,11.0,0.10433776937027152,8.0
812,2000,Shaquille O'Neal,0.998,1.0,0.9530679241666242,1.0
862,2000,Tim Duncan,0.205,5.0,0.5150234213282139,2.0
910,2000,Vince Carter,0.042,10.0,-0.005723015472136647,12.0
22,2001,Allen Iverson,0.904,1.0,-0.05084398571172709,12.0
169,2001,Chris Webber,0.42,3.0,0.2187535282542245,7.0
208,2001,David Robinson,0.006,9.0,-0.197134724150826,13.0
307,2001,Gary Payton,0.0,11.0,0.05741385944792686,11.0
393,2001,Jason Kidd,0.015,7.0,0.18615875326705644,8.0
412,2001,Jerry Stackhouse,0.002,10.0,0.15807756026104047,9.0
481,2001,Karl Malone,0.017,6.0,0.5050258651924132,2.0
511,2001,Kevin Garnett,0.122,4.0,0.3960489121571369,3.0
547,2001,Kobe Bryant,0.009000000000000001,8.0,0.0973423170135863,10.0
749,2001,Ray Allen,0.006,9.0,0.24888835331780013,6.0
842,2001,Stephon Marbury,0.0,11.0,-0.22838618647505782,14.0
863,2001,Tim Duncan,0.569,2.0,0.27285400612501454,4.0
894,2001,Tracy McGrady,0.052000000000000005,5.0,0.547619733311111,1.0
911,2001,Vince Carter,0.006,9.0,0.2602152481587741,5.0
23,2002,Allen Iverson,0.023,8.0,0.3470761965199145,4.0
170,2002,Chris Webber,0.029,6.0,-0.03335101096249145,10.0
245,2002,Dirk Nowitzki,0.025,7.0,-0.08883618935967039,12.0
297,2002,Elton Brand,0.001,11.0,0.008802000400311857,9.0
308,2002,Gary Payton,0.043,5.0,0.25693965917762684,5.0
394,2002,Jason Kidd,0.7120000000000001,2.0,-0.07927917431192393,11.0
512,2002,Kevin Garnett,0.013,10.0,0.36337352368159814,3.0
548,2002,Kobe Bryant,0.078,4.0,0.3836710024116663,2.0
665,2002,Michael Jordan,0.013,10.0,0.031323653490731976,8.0
722,2002,Paul Pierce,0.017,9.0,0.10225359095506568,7.0
864,2002,Tim Duncan,0.757,1.0,0.9084158908459056,1.0
895,2002,Tracy McGrady,0.31,3.0,0.23441222415059554,6.0
24,2003,Allen Iverson,0.07,6.0,0.11747783839781732,7.0
246,2003,Dirk Nowitzki,0.036000000000000004,7.0,0.24250984609184367,6.0
395,2003,Jason Kidd,0.026,8.0,-0.05041531390453945,10.0
513,2003,Kevin Garnett,0.732,2.0,0.34677282914494434,3.0
549,2003,Kobe Bryant,0.417,3.0,0.326730333336818,5.0
723,2003,Paul Pierce,0.001,9.0,-0.04174262587476797,9.0
813,2003,Shaquille O'Neal,0.106,5.0,0.3339868289794846,4.0
826,2003,Shawn Marion,0.0,10.0,0.05287600450814313,8.0
848,2003,Steve Nash,0.001,9.0,-0.05368806503345981,11.0
865,2003,Tim Duncan,0.8079999999999999,1.0,0.43975322409026396,2.0
896,2003,Tracy McGrady,0.359,4.0,0.5201848809141595,1.0
25,2004,Allen Iverson,0.0,8.0,-0.04282717875091527,9.0
47,2004,Andrei Kirilenko,0.002,7.0,-0.23022075923028704,11.0
76,2004,Baron Davis,0.003,6.0,-0.05132854210376886,10.0
396,2004,Jason Kidd,0.014,5.0,0.13226197005799753,6.0
514,2004,Kevin Garnett,0.991,1.0,0.7572603743835468,1.0
550,2004,Kobe Bryant,0.172,3.0,0.2947843816225443,4.0
797,2004,Sam Cassell,0.003,6.0,0.11484587960853362,7.0
814,2004,Shaquille O'Neal,0.145,4.0,0.42807196683234605,3.0
866,2004,Tim Duncan,0.5820000000000001,2.0,0.4531179973712033,2.0
897,2004,Tracy McGrady,0.0,8.0,0.06064172176147262,8.0
913,2004,Vince Carter,0.0,8.0,0.1565361530858327,5.0
26,2005,Allen Iverson,0.189,5.0,0.02844209675546909,12.0
38,2005,Amar'e Stoudemire,0.032,9.0,-0.012011633831843012,14.0
248,2005,Dirk Nowitzki,0.275,3.0,0.22814168426263154,6.0
281,2005,Dwyane Wade,0.034,8.0,-0.15504761938836614,17.0
320,2005,Gilbert Arenas,0.003,11.0,-0.04196629236309615,15.0
409,2005,Jermaine O'Neal,0.0,14.0,-0.12243210936824502,16.0
515,2005,Kevin Garnett,0.012,10.0,0.7719485488391584,1.0
551,2005,Kobe Bryant,0.0,14.0,0.15912552156277943,9.0
598,2005,LeBron James,0.073,6.0,0.7377626060676229,2.0
627,2005,Manu Ginobili,0.0,14.0,0.08228159269615386,11.0
725,2005,Paul Pierce,0.0,14.0,0.09210430453507369,10.0
815,2005,Shaquille O'Neal,0.813,2.0,0.6524729985035387,3.0
827,2005,Shawn Marion,0.001,13.0,0.005289790966761118,13.0
849,2005,Steve Nash,0.8390000000000001,1.0,0.2701498840299359,4.0
867,2005,Tim Duncan,0.258,4.0,0.19983670026243372,7.0
898,2005,Tracy McGrady,0.035,7.0,0.26396947243053875,5.0
914,2005,Vince Carter,0.002,12.0,0.18742978428343093,8.0
27,2006,Allen Iverson,0.001,9.0,0.19609813660281147,8.0
138,2006,Chauncey Billups,0.344,5.0,0.19182041820235649,9.0
249,2006,Dirk Nowitzki,0.435,3.0,0.83052427728277,1.0
282,2006,Dwyane Wade,0.07,6.0,0.2650034799420764,5.0
298,2006,Elton Brand,0.04,7.0,0.43834862054064627,3.0
321,2006,Gilbert Arenas,0.0,10.0,-0.20851295923132696,17.0
516,2006,Kevin Garnett,0.0,10.0,0.17743029598744664,12.0
552,2006,Kobe Bryant,0.386,4.0,0.6568771449888965,2.0
599,2006,LeBron James,0.55,2.0,0.33622113632661643,4.0
706,2006,Pau Gasol,0.0,10.0,0.19952597965540006,7.0
726,2006,Paul Pierce,0.0,10.0,0.11270569639081018,13.0
828,2006,Shawn Marion,0.001,9.0,0.10842637734089414,14.0
850,2006,Steve Nash,0.7390000000000001,1.0,0.21913333609798577,6.0
868,2006,Tim Duncan,0.026,8.0,0.1856813193299298,11.0
899,2006,Tracy McGrady,0.0,10.0,0.056939039215583936,15.0
915,2006,Vince Carter,0.0,10.0,0.02882146917204667,16.0
926,2006,Yao Ming,0.0,10.0,0.18846930564248335,10.0
117,2007,Carmelo Anthony,0.001,10.0,0.06526711703130346,7.0
144,2007,Chris Bosh,0.033,6.0,-0.027670270066314936,10.0
250,2007,Dirk Nowitzki,0.882,1.0,0.5374913616166647,1.0
273,2007,Dwight Howard,0.0,11.0,-0.016870887606282012,9.0
283,2007,Dwyane Wade,0.002,9.0,0.14201919932120366,6.0
322,2007,Gilbert Arenas,0.024,7.0,-0.036627501293630654,11.0
517,2007,Kevin Garnett,0.005,8.0,-0.1325078355641507,13.0
553,2007,Kobe Bryant,0.404,2.0,0.37936132396790784,2.0
600,2007,LeBron James,0.142,4.0,0.19023753926671116,4.0
817,2007,Shaquille O'Neal,0.002,9.0,0.025767814015758325,8.0
869,2007,Tim Duncan,0.222,3.0,0.26595889038803283,3.0
900,2007,Tracy McGrady,0.085,5.0,0.15398934955163818,5.0
916,2007,Vince Carter,0.0,11.0,-0.09178216264494272,12.0
28,2008,Allen Iverson,0.0,11.0,0.01472635719548021,12.0
40,2008,Amar'e Stoudemire,0.021,5.0,0.29233474794177583,4.0
118,2008,Carmelo Anthony,0.002,9.0,0.22733010102114776,5.0
140,2008,Chauncey Billups,0.0,11.0,0.10483824957057358,8.0
145,2008,Chris Bosh,0.0,11.0,0.09223086298507494,9.0
158,2008,Chris Paul,0.71,2.0,0.07450296959396879,10.0
251,2008,Dirk Nowitzki,0.004,8.0,0.17961867996088238,7.0
274,2008,Dwight Howard,0.048,4.0,0.22199774720218368,6.0
284,2008,Dwyane Wade,0.0,11.0,-0.12448611413800056,14.0
554,2008,Kobe Bryant,0.873,1.0,0.3541609138546134,3.0
601,2008,LeBron James,0.348,3.0,0.652125513716246,1.0
727,2008,Paul Pierce,0.001,10.0,-0.04041948802390749,13.0
851,2008,Steve Nash,0.014,7.0,0.4286564479090969,2.0
870,2008,Tim Duncan,0.02,6.0,0.016337937346010134,11.0
110,2009,Brandon Roy,0.006,7.0,0.07534734499693786,9.0
159,2009,Chris Paul,0.159,5.0,0.3267891428702048,3.0
194,2009,Danny Granger,0.0,9.0,-0.26017312275607635,13.0
236,2009,Devin Harris,0.0,9.0,0.028527615652907304,12.0
252,2009,Dirk Nowitzki,0.002,8.0,0.047110017128037196,10.0
275,2009,Dwight Howard,0.271,4.0,0.16508990410490948,4.0
285,2009,Dwyane Wade,0.562,3.0,0.09578457520059903,7.0
518,2009,Kevin Garnett,0.0,9.0,0.10055926741267938,6.0
555,2009,Kobe Bryant,0.5770000000000001,2.0,0.3863406685825116,2.0
602,2009,LeBron James,0.969,1.0,0.7458679072904041,1.0
707,2009,Pau Gasol,0.0,9.0,0.13779699636820208,5.0
871,2009,Tim Duncan,0.002,8.0,0.04698707868412057,11.0
890,2009,Tony Parker,0.006999999999999999,6.0,0.08966656249077716,8.0
119,2010,Carmelo Anthony,0.053,5.0,0.04866321898250699,8.0
146,2010,Chris Bosh,0.001,9.0,0.30261874403731537,4.0
225,2010,Deron Williams,0.006,8.0,-0.04193287441830493,10.0
253,2010,Dirk Nowitzki,0.045,6.0,0.023499897182995277,9.0
276,2010,Dwight Howard,0.389,3.0,0.42549314021822027,2.0
286,2010,Dwyane Wade,0.097,4.0,0.23480863988322898,5.0
498,2010,Kevin Durant,0.495,2.0,0.37061040134141804,3.0
603,2010,LeBron James,0.98,1.0,0.44097588074516514,1.0
736,2010,Rajon Rondo,0.0,10.0,-0.2471127728033073,11.0
852,2010,Steve Nash,0.04,7.0,0.16037440964832558,7.0
872,2010,Tim Duncan,0.0,10.0,0.20344150537899114,6.0
43,2011,Amar'e Stoudemire,0.006999999999999999,8.0,-0.14526928322126392,15.0
91,2011,Blake Griffin,0.004,9.0,0.17863939564403314,7.0
120,2011,Carmelo Anthony,0.0,11.0,-0.08409226616623595,14.0
160,2011,Chris Paul,0.002,10.0,0.26476412466755,5.0
230,2011,Derrick Rose,0.977,1.0,0.28134700301435794,3.0
254,2011,Dirk Nowitzki,0.093,6.0,0.18266031042682035,6.0
277,2011,Dwight Howard,0.531,2.0,0.27273351083067826,4.0
287,2011,Dwyane Wade,0.02,7.0,0.11457923841020219,10.0
499,2011,Kevin Durant,0.157,5.0,0.054249070749519526,11.0
520,2011,Kevin Garnett,0.0,11.0,-0.0799904542351753,13.0
525,2011,Kevin Love,0.0,11.0,0.12780383381951194,9.0
556,2011,Kobe Bryant,0.354,4.0,0.4252232530698084,2.0
604,2011,LeBron James,0.431,3.0,0.6065769724530704,1.0
709,2011,Pau Gasol,0.0,11.0,-0.1516748609324911,16.0
788,2011,Russell Westbrook,0.0,11.0,0.1479390777738674,8.0
873,2011,Tim Duncan,0.0,11.0,-0.041957996036379695,12.0
92,2012,Blake Griffin,0.0,10.0,0.2108603150534416,6.0
121,2012,Carmelo Anthony,0.0,10.0,0.21748236643731966,5.0
161,2012,Chris Paul,0.318,3.0,0.13195022545520957,8.0
231,2012,Derrick Rose,0.004,8.0,0.34691536030128145,3.0
278,2012,Dwight Howard,0.011,6.0,0.15131805957311356,7.0
288,2012,Dwyane Wade,0.005,7.0,0.2260832158043649,4.0
500,2012,Kevin Durant,0.735,2.0,0.40225811052491633,2.0
526,2012,Kevin Love,0.048,5.0,-0.29377771401496927,11.0
