,model,param,mae_avg,mse_avg,mape_avg,mvp_avg,top3_order_avg,top3_coverage_avg,mvp_in_top3_avg,mvp_in_top5_avg
53,SVR,"{'kernel': 'poly', 'degree': 2, 'C': 10}",0.19304654781062738,0.06365438797630635,1.2376983466141318,0.34210526315789475,0.0,0.5614035087719299,0.7368421052631579,0.8421052631578947
54,SVR,"{'kernel': 'poly', 'degree': 2, 'C': 100}",0.25210156617468993,0.11022208997975119,1.6485636717076497,0.23684210526315788,0.0,0.42105263157894735,0.631578947368421,0.7631578947368421
55,SVR,"{'kernel': 'poly', 'degree': 2, 'C': 1000}",0.2570058638729309,0.11455675952998164,1.6878422599217449,0.2894736842105263,0.0,0.41228070175438597,0.6052631578947368,0.7894736842105263
56,SVR,"{'kernel': 'poly', 'degree': 3, 'C': 0.1}",0.17370454751975253,0.04926060923297635,0.9260711865806486,0.3684210526315789,0.0,0.5877192982456141,0.7894736842105263,0.9210526315789473
57,SVR,"{'kernel': 'poly', 'degree': 3, 'C': 1}",0.18569981662233553,0.05908699182958871,1.1028284063429408,0.42105263157894735,0.0,0.5526315789473685,0.7368421052631579,0.8947368421052632
58,SVR,"{'kernel': 'poly', 'degree': 3, 'C': 10}",0.23149212157631952,0.10455067766210897,1.4618718296278554,0.2894736842105263,0.0,0.5087719298245613,0.6578947368421053,0.8421052631578947
59,SVR,"{'kernel': 'poly', 'degree': 3, 'C': 100}",0.24739589894266986,0.12399975787696549,1.5798441608274212,0.2894736842105263,0.0,0.4736842105263157,0.6052631578947368,0.7631578947368421
60,SVR,"{'kernel': 'poly', 'degree': 3, 'C': 1000}",0.24739589894266986,0.12399975787696549,1.5798441608274212,0.2894736842105263,0.0,0.4736842105263157,0.6052631578947368,0.7631578947368421
61,SVR,"{'kernel': 'poly', 'degree': 4, 'C': 0.1}",0.2007645851635175,0.06609759658104386,0.9996585322954097,0.39473684210526316,0.0,0.4999999999999999,0.6842105263157895,0.8421052631578947
62,SVR,"{'kernel': 'poly', 'degree': 4, 'C': 1}",0.20464622094087503,0.07617313598139311,1.204344173322695,0.42105263157894735,0.0,0.4736842105263156,0.6842105263157895,0.8157894736842105
63,SVR,"{'kernel': 'poly', 'degree': 4, 'C': 10}",0.25443088407978853,0.21534740312187406,1.6236246142348119,0.18421052631578946,0.0,0.42105263157894735,0.6578947368421053,0.7368421052631579
64,SVR,"{'kernel': 'poly', 'degree': 4, 'C': 100}",0.274176463893257,0.28725856283929163,1.7795919839146628,0.15789473684210525,0.0,0.4035087719298246,0.5526315789473685,0.6578947368421053
65,SVR,"{'kernel': 'poly', 'degree': 4, 'C': 1000}",0.2743295885639813,0.29056963193199364,1.7796592028268077,0.15789473684210525,0.0,0.4035087719298246,0.5526315789473685,0.6578947368421053
66,SVR,"{'kernel': 'poly', 'degree': 5, 'C': 0.1}",0.2061440900902176,0.08199060338484121,1.0301282872084065,0.3684210526315789,0.0,0.5350877192982457,0.7368421052631579,0.8421052631578947
