pos,fg,fga,fg3,fg3a,fta,efg,tov,pf,per,ts_pct,usg_pct,ows,dws,obpm,dbpm,vorp,season,player,age,win_pct,team_id,votes_first,points_won,points_max,award_share,g,mp_per_g,pts_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,fg_pct,fg3_pct,ft_pct,ws,ws_per_48
SF,9.6,20.2,0.9,2.6,4.6,0.495,3.2,2.3,21.9,0.546,27.4,5.3,4.1,4.1,1.2,5.5,90,Larry Bird,33,0.634146341,BOS,0,5,920,0.005,75,39.3,24.3,9.5,7.5,1.4,0.8,0.473,0.333,0.93,9.5,0.154
PF,5,9.2,0,0,5,0.548,2,3.5,14.3,0.597,15.5,4.3,4.3,0.1,0.6,1.9,90,Buck Williams,29,0.719512195,POR,0,5,920,0.005,82,34.2,13.6,9.8,1.4,0.8,0.5,0.548,0,0.706,8.7,0.149
SG,9.2,18.6,0.4,1.5,5.9,0.505,2.6,3,22.2,0.551,25.5,7.3,4.3,5.2,2.1,6.3,90,Clyde Drexler,27,0.719512195,POR,0,3,920,0.003,73,36.8,23.3,6.9,5.9,2,0.7,0.494,0.283,0.774,11.6,0.208
SG,6.8,14.1,0.3,0.7,4.4,0.491,1.9,1.7,17.2,0.555,22.5,5.8,3,1.9,0.3,2.7,90,Joe Dumars,26,0.719512195,DET,0,1,920,0.001,75,34.4,17.8,2.8,4.9,0.8,0,0.48,0.4,0.9,8.7,0.162
PG,7.1,16.3,0.5,1.7,4.7,0.454,4,2.5,17.3,0.501,26,2.1,4.6,2.3,0.6,3.7,90,Isiah Thomas,28,0.719512195,DET,0,1,920,0.001,81,37,18.4,3.8,9.4,1.7,0.2,0.438,0.309,0.775,6.7,0.107
SG,12.1,22.4,0.4,1.1,8.2,0.547,2.5,2.8,31.6,0.605,32.9,14.9,5.4,8.9,3.2,10.8,91,Michael Jordan,27,0.743902439,CHI,77,891,960,0.928,82,37,31.5,6,5.5,2.7,1,0.539,0.312,0.851,20.3,0.321
PG,5.9,12.4,1,3.2,7.3,0.518,4,1.9,25.1,0.623,22.9,11.2,4.2,7,1.9,8.1,91,Magic Johnson,31,0.707317073,LAL,10,497,960,0.518,79,37.1,19.4,7,12.5,1.3,0.2,0.477,0.32,0.906,15.4,0.251
C,9.2,16.7,0,0.1,9.5,0.552,3.3,3.2,27.4,0.615,26.6,9.4,7.6,5.2,3.3,8.2,91,David Robinson,25,0.670731707,SAS,6,476,960,0.496,82,37.7,25.6,13,2.5,1.5,3.9,0.552,0.143,0.762,17,0.264
SF,9.9,17.4,0.7,2.3,9.8,0.589,3.1,2.6,28.9,0.635,29.1,10.3,3.1,8.3,1,7,91,Charles Barkley,27,0.536585366,PHI,2,222,960,0.231,67,37.3,27.6,10.1,4.2,1.6,0.5,0.57,0.284,0.722,13.4,0.258
PF,10.3,19.6,0,0.2,10.8,0.528,3,3.3,24.8,0.596,30.1,9.9,5.6,4.8,0.6,6.2,91,Karl Malone,27,0.658536585,UTA,0,142,960,0.148,82,40.3,29,11.8,3.3,1.1,1,0.527,0.286,0.77,15.5,0.225
SG,7.9,16.3,0.7,2.3,6.4,0.505,2.8,2.8,22.1,0.563,25.7,8,4.5,5.2,1.7,6.4,91,Clyde Drexler,28,0.768292683,POR,1,75,960,0.078,82,34.8,21.5,6.7,6,1.8,0.7,0.482,0.319,0.794,12.4,0.209
PG,7.7,14.9,0.1,0.6,8,0.52,3.5,2.3,23.7,0.604,24.8,9.5,3.3,5.5,1.1,6,91,Kevin Johnson,24,0.670731707,PHO,0,32,960,0.033,77,36,22.2,3.5,10.1,2.1,0.1,0.516,0.205,0.843,12.7,0.22
SF,9.5,20.2,1,3.1,7.1,0.495,2.5,1.9,23.5,0.555,28.1,8.6,2.8,5.4,-0.5,5.4,91,Dominique Wilkins,31,0.524390244,ATL,0,29,960,0.03,81,38,25.9,9,3.3,1.5,0.8,0.47,0.341,0.829,11.4,0.177
SF,7.7,17,1.3,3.3,3.1,0.492,3.1,2,19.7,0.53,23.7,3,3.6,2.9,1.7,3.8,91,Larry Bird,34,0.682926829,BOS,0,25,960,0.026,60,38,19.4,8.5,7.2,1.8,1,0.454,0.389,0.891,6.6,0.14
PG,6,11.7,1.6,3.9,4.2,0.584,2.3,1.9,21.7,0.632,19.6,9.2,3.9,5.6,1.8,6.2,91,Terry Porter,27,0.768292683,POR,0,25,960,0.026,81,32.9,17,3.5,8,2,0.1,0.515,0.415,0.823,13,0.235
C,10.4,20.3,0,0.1,7.7,0.514,3.6,3.5,23.7,0.561,31.1,4.4,5.6,2.5,1.7,4.9,91,Patrick Ewing,28,0.475609756,NYK,0,20,960,0.021,81,38.3,26.6,11.2,3,1,3.2,0.514,0,0.745,10,0.155
PG,6,11.9,0.7,2,5.3,0.537,3.6,2.8,23.4,0.604,20.9,9.4,4.7,5.8,2.5,8.1,91,John Stockton,28,0.658536585,UTA,0,15,960,0.016,82,37.8,17.2,2.9,14.2,2.9,0.2,0.507,0.345,0.836,14,0.217
PG,6,13.9,0.4,1.4,4.8,0.449,3.9,2.5,17.4,0.507,25.2,1.1,2.3,2.2,0.5,2,91,Isiah Thomas,29,0.609756098,DET,0,11,960,0.011,48,34.5,16.2,3.3,9.3,1.6,0.2,0.435,0.292,0.782,3.4,0.098
C,6,10,0,0,3.8,0.598,1.9,2.4,20.6,0.637,19,6.1,3.9,2.4,-0.3,2.6,91,Robert Parish,37,0.682926829,BOS,0,10,960,0.01,81,30.1,14.9,10.6,0.8,0.8,1.3,0.598,0,0.767,10,0.198
SG,7.8,16.2,0.2,0.6,5.2,0.487,2.4,1.7,18,0.552,24,6.8,3.1,2.6,0.1,3.6,91,Joe Dumars,27,0.609756098,DET,0,8,960,0.008,80,38.1,20.4,2.3,5.5,1.1,0.1,0.481,0.311,0.89,9.9,0.155
SF,11.1,23.6,0.1,0.6,7.6,0.475,4,2.9,19.1,0.527,34.4,1.9,1.6,2.8,-1.7,1.8,91,Bernard King,34,0.365853659,WSB,0,7,960,0.007,64,37.5,28.4,5,4.6,0.9,0.3,0.472,0.216,0.79,3.5,0.07
PG,6.7,12.9,0.6,1.7,4.4,0.545,3,1.7,18.3,0.599,21.2,6.2,2.8,2.8,0.1,3.3,91,Kenny Smith,25,0.634146341,HOU,0,5,960,0.005,78,34.6,17.7,2.1,7.1,1.4,0.1,0.52,0.363,0.844,9,0.161
C,8.7,17.1,0,0.1,4.9,0.508,3.1,3.9,24.3,0.549,25,2.9,5.7,2.1,4,4.3,91,Hakeem Olajuwon,28,0.634146341,HOU,0,4,960,0.004,56,36.8,21.2,13.8,2.3,2.2,3.9,0.508,0,0.769,8.6,0.201
PG,9,18.9,1.2,3.1,4.6,0.508,3.3,2.8,20.9,0.547,24.7,7.4,2.5,4.5,-0.1,5.2,91,Tim Hardaway,24,0.536585366,GSW,0,1,960,0.001,82,39.2,22.9,4,9.7,2.6,0.1,0.476,0.385,0.803,9.9,0.148
PF,7.4,13.4,0.2,0.5,4,0.561,2.1,2.9,21.2,0.606,23.9,5.3,2.6,2.6,0.5,2.7,91,Kevin McHale,33,0.682926829,BOS,0,1,960,0.001,68,30.4,18.4,7.1,1.9,0.4,2.1,0.553,0.405,0.829,7.9,0.182
SG,11.8,22.7,0.3,1.3,7.4,0.526,2.5,2.5,27.7,0.579,31.7,12.1,5.6,7.2,2.5,9.2,92,Michael Jordan,28,0.817073171,CHI,80,900,960,0.938,80,38.8,30.1,6.4,6.1,2.3,0.9,0.519,0.27,0.832,17.7,0.274
SG,9.1,19.4,1.5,4.4,6.6,0.509,3.2,3,23.6,0.56,28.7,8.3,4.5,6.8,1.9,7.4,92,Clyde Drexler,29,0.695121951,POR,12,561,960,0.584,76,36.2,25,6.6,6.7,1.8,0.9,0.47,0.337,0.794,12.8,0.223
C,8.7,15.8,0,0.1,8.3,0.552,2.7,3.2,27.5,0.597,24.7,7,6.9,4.8,4.6,7.4,92,David Robinson,26,0.573170732,SAS,2,337,960,0.351,68,37.7,23.2,12.2,2.7,2.3,4.5,0.551,0.125,0.701,13.9,0.26
PF,9.9,18.7,0,0.2,10.7,0.527,3.1,2.8,25.4,0.599,30.3,9.9,5.2,5.2,0.6,5.9,92,Karl Malone,28,0.670731707,UTA,1,262,960,0.273,81,37.7,28,11.2,3,1.3,0.6,0.526,0.176,0.778,15.1,0.237
C,9.7,18.6,0,0.1,6.2,0.522,2.5,3.4,22.8,0.563,27.2,6.1,6.9,2.6,2.2,5.5,92,Patrick Ewing,29,0.62195122,NYK,0,100,960,0.104,82,38.4,24,11.2,1.9,1.1,3,0.522,0.167,0.738,13,0.198
SF,10.2,19.6,0.8,2.2,5.2,0.544,2.5,2.1,19.9,0.586,23.6,8.1,2.7,3.6,0.1,4.8,92,Chris Mullin,28,0.670731707,GSW,0,81,960,0.084,81,41.3,25.6,5.6,3.5,2.1,0.8,0.524,0.366,0.833,10.8,0.155
PG,6.1,12.5,1.4,3.6,4,0.545,2.2,1.6,22.7,0.61,24.1,7.5,1.6,6.1,-0.4,4.2,92,Mark Price,27,0.695121951,CLE,0,66,960,0.069,72,29.7,17.3,2.4,7.4,1.3,0.2,0.488,0.387,0.947,9.1,0.205
PG,9.1,19.7,1.6,4.6,4.8,0.501,3.3,2.6,19.1,0.537,24.4,7.2,2,3.9,-1.1,4.1,92,Tim Hardaway,25,0.670731707,GSW,0,64,960,0.067,81,41.1,23.4,3.8,10,2,0.2,0.461,0.338,0.766,9.2,0.132
SF,8.4,16.6,0.2,1,5.3,0.511,3.1,3,21.5,0.555,24.6,7.1,5.5,4.1,2,6.4,92,Scottie Pippen,26,0.817073171,CHI,1,32,960,0.033,82,38.6,21,7.7,7,1.9,1.1,0.506,0.2,0.76,12.7,0.192
PF,4.2,7.7,0.4,1.2,1.7,0.564,1.7,3,17,0.574,11.1,5.6,7,1.9,0.9,4,92,Dennis Rodman,30,0.585365854,DET,0,26,960,0.027,82,40.3,9.8,18.7,2.3,0.8,0.9,0.539,0.317,0.6,12.6,0.183
C,7.9,13.8,0,0,7.3,0.57,2.5,2.6,23,0.629,23.6,8.2,3.5,4.2,0.6,4.5,92,Brad Daugherty,26,0.695121951,CLE,0,24,960,0.025,73,36.2,21.5,10.4,3.6,0.9,1.1,0.57,0,0.777,11.7,0.213
SF,8.3,15,0.4,1.8,8.7,0.567,3.1,2.6,24.5,0.612,25.1,8.6,3.7,5.6,0.8,6.1,92,Charles Barkley,28,0.426829268,PHI,0,18,960,0.019,75,38.4,23.1,11.1,4.1,1.8,0.6,0.552,0.234,0.695,12.3,0.205
PG,5.5,11.5,1,2.5,4.5,0.527,3.5,2.9,22.8,0.59,19.9,8.8,4.6,6,2.7,8.1,92,John Stockton,29,0.670731707,UTA,0,18,960,0.019,82,36.6,15.8,3.3,13.7,3,0.3,0.482,0.407,0.842,13.4,0.215
SF,7.8,16.8,1.2,2.8,3.6,0.5,2.8,1.8,21,0.547,24.7,3,2.5,4.3,1.3,3.1,92,Larry Bird,35,0.62195122,BOS,0,3,960,0.003,45,36.9,20.2,9.6,6.8,0.9,0.7,0.466,0.406,0.926,5.5,0.159
PG,6.9,14.4,0.1,0.6,7.1,0.484,3.5,2.3,19.9,0.561,23.6,7,2.9,3.8,-0.4,4,92,Kevin Johnson,25,0.646341463,PHO,0,2,960,0.002,78,37.2,19.7,3.7,10.7,1.5,0.3,0.479,0.217,0.807,10,0.165
PF,7.9,14.6,0,0.1,4.7,0.542,2.6,3.6,19.7,0.577,23.1,5.3,4.5,2.6,1.7,4.6,92,Danny Manning,25,0.548780488,LAC,0,1,960,0.001,82,35.4,19.3,6.9,3.5,1.6,1.5,0.542,0,0.725,9.8,0.162
PF,6.2,11.6,0.3,0.9,5.5,0.549,2.4,3.6,19.5,0.617,21.1,7.1,2.8,3,0.1,3.3,92,Detlef Schrempf,29,0.487804878,IND,0,1,960,0.001,80,32.6,17.3,9.6,3.9,0.8,0.5,0.536,0.324,0.828,9.8,0.181
PF,9.4,18.1,0.9,2.9,7.7,0.545,3.1,2.6,25.9,0.596,26.9,9.6,4.8,6.3,1.4,7.1,93,Charles Barkley,29,0.756097561,PHO,59,835,980,0.852,76,37.6,25.6,12.2,5.1,1.6,1,0.52,0.305,0.765,14.4,0.242
C,10.3,19.5,0,0.1,7,0.529,3.2,3.7,27.3,0.577,28.8,7.9,8,3.9,3.6,7.8,93,Hakeem Olajuwon,30,0.670731707,HOU,22,647,980,0.66,82,39.5,26.1,13,3.5,1.8,4.2,0.529,0,0.779,15.8,0.234
SG,12.7,25.7,1,2.9,7.3,0.515,2.7,2.4,29.7,0.564,34.7,12,5.2,8.7,2.6,10.2,93,Michael Jordan,29,0.695121951,CHI,13,565,980,0.577,78,39.3,32.6,6.7,5.5,2.8,0.8,0.495,0.352,0.837,17.2,0.27
C,9.6,19.1,0,0.1,6.9,0.503,3.3,3.5,20.8,0.546,29.7,2.6,8.1,1.4,2,4,93,Patrick Ewing,30,0.731707317,NYK,4,359,980,0.366,81,37.1,24.2,12.1,1.9,0.9,2,0.503,0.143,0.719,10.6,0.17
SF,10.4,22.3,1.7,4.5,8.8,0.506,2.6,1.6,24.3,0.57,31.9,9.1,1.4,7.1,-1.7,4.9,93,Dominique Wilkins,33,0.524390244,ATL,0,54,980,0.055,71,37.3,29.9,6.8,3.2,1,0.4,0.468,0.38,0.828,10.5,0.191
C,8.2,16.4,0,0.2,9.3,0.503,2.9,2.9,24.2,0.569,26.4,6.7,6.4,3.6,2.7,6.8,93,David Robinson,27,0.597560976,SAS,0,33,980,0.034,82,39.2,23.4,11.7,3.7,1.5,3.2,0.501,0.176,0.732,13.2,0.197
C,9,16.1,0,0,8.9,0.562,3.8,4,22.9,0.584,27,4.5,6,2,1.5,4.3,93,Shaquille O'Neal,20,0.5,ORL,0,30,980,0.031,81,37.9,23.4,13.9,1.9,0.7,3.5,0.562,0,0.592,10.4,0.163
PF,9.7,17.6,0,0.2,10.2,0.554,2.9,3.2,26.2,0.612,28.4,10.4,5,6,1.4,7.3,93,Karl Malone,29,0.573170732,UTA,0,10,980,0.01,82,37.8,27,11.2,3.8,1.5,1,0.552,0.2,0.74,15.4,0.238
PG,6.4,13.1,1.6,3.9,4.1,0.546,2.6,1.4,22.1,0.609,24.5,7.4,2.3,5.8,-0.6,4.4,93,Mark Price,28,0.658536585,CLE,0,10,980,0.01,75,31.7,18.2,2.7,8,1.2,0.1,0.484,0.416,0.948,9.8,0.197
C,7.3,12.8,0,0,6.9,0.571,2.1,2.5,22,0.635,21.1,8.8,3.9,4,0.9,4.7,93,Brad Daugherty,27,0.658536585,CLE,0,1,980,0.001,71,37.9,20.2,10.2,4.4,0.7,0.8,0.571,0.5,0.795,12.7,0.226
SG,7.1,16.7,0.6,2.7,6,0.448,2.3,3.2,20.7,0.517,26.1,3.4,2.5,3.8,1.7,3.2,93,Clyde Drexler,30,0.62195122,POR,0,1,980,0.001,49,34.1,19.9,6.3,5.7,1.9,0.8,0.429,0.233,0.839,6,0.171
SG,8.8,18.9,1.5,3.9,5.2,0.504,1.8,1.8,17.6,0.555,24.5,7.8,1.3,2.9,-0.7,3.2,93,Joe Dumars,29,0.487804878,DET,0,1,980,0.001,77,40.2,23.5,1.9,4,1,0.1,0.466,0.375,0.864,9.1,0.141
PF,6.6,13.4,0,0.1,6.4,0.492,2.8,4.2,20.4,0.547,24.2,4,5.1,0.9,1,2.6,93,Shawn Kemp,23,0.670731707,SEA,0,1,980,0.001,78,33.1,17.8,10.7,2,1.5,1.9,0.492,0,0.712,9.1,0.169
PG,5.3,11,0.9,2.3,4.5,0.526,3.2,2.7,21.3,0.584,19.9,7.2,3.4,5.1,1.5,6.2,93,John Stockton,30,0.573170732,UTA,0,1,980,0.001,82,34.9,15.1,2.9,12,2.4,0.3,0.486,0.385,0.798,10.6,0.177
C,11.2,21.2,0.1,0.2,6.8,0.53,3.4,3.6,25.3,0.565,29.8,6.4,7.9,3.5,3.3,7.3,94,Hakeem Olajuwon,31,0.707317073,HOU,66,889,1010,0.88,80,41,27.3,11.9,3.6,1.6,3.7,0.528,0.421,0.716,14.3,0.21
C,10.5,20.7,0.1,0.4,11.6,0.51,3.2,2.9,30.7,0.577,32,13.3,6.7,8.1,3.8,11.4,94,David Robinson,28,0.670731707,SAS,24,730,1010,0.723,80,40.5,29.8,10.7,4.8,1.7,3.3,0.507,0.345,0.749,20,0.296
SF,8.7,17.8,0.9,2.7,5.7,0.515,3.2,3.2,23.2,0.544,27.1,5.2,6,4.5,3.2,6.8,94,Scottie Pippen,28,0.670731707,CHI,7,390,1010,0.386,72,38.3,22,8.7,5.6,2.9,0.8,0.491,0.32,0.66,11.2,0.194
C,11.8,19.6,0,0,10.5,0.599,2.7,3.5,28.5,0.605,29,12.1,4.8,6.2,0.6,7.2,94,Shaquille O'Neal,21,0.609756098,ORL,3,289,1010,0.286,81,39.8,29.3,13.2,2.4,0.9,2.9,0.599,0,0.554,16.9,0.252
C,9.4,19,0.1,0.2,7.4,0.497,3.3,3.5,22.9,0.551,29.8,5.1,8,2.5,2.7,5.5,94,Patrick Ewing,31,0.695121951,NYK,1,255,1010,0.252,79,37.6,24.5,11.2,2.3,1.1,2.7,0.496,0.286,0.765,13.1,0.211
PG,7.1,14.1,0.2,0.7,3.4,0.51,2.1,2.8,17.8,0.526,21.6,5.2,4.1,1.9,1.2,3.7,94,Gary Payton,25,0.768292683,SEA,0,20,1010,0.02,82,35.1,16.5,3.3,6,2.3,0.2,0.504,0.278,0.595,9.3,0.155
PF,6.7,12.5,0,0.1,6.2,0.539,3.3,3.9,22.9,0.593,24.2,5.6,6,2.4,2,4.2,94,Shawn Kemp,24,0.768292683,SEA,0,17,1010,0.017,79,32.9,18.1,10.8,2.6,1.8,2.1,0.538,0.25,0.741,11.7,0.216
PF,9.4,18.9,0.1,0.4,9,0.5,2.9,3.3,22.9,0.55,28,7.4,6.1,4.1,1.6,6.5,94,Karl Malone,30,0.646341463,UTA,0,17,1010,0.017,82,40.6,25.2,11.5,4,1.5,1.5,0.497,0.25,0.694,13.4,0.193
PG,6.3,13.2,1.6,3.9,3.5,0.536,2.5,1.2,22.7,0.586,24.6,7.6,2.4,6.3,0.1,5,94,Mark Price,29,0.573170732,CLE,0,7,1010,0.007,76,31.4,17.3,3,7.8,1.4,0.1,0.478,0.397,0.888,10,0.201
PF,8,16.1,0.7,2.7,7,0.518,3.2,2.5,22.8,0.563,26.5,5.6,3.3,4.5,0.7,4.2,94,Charles Barkley,30,0.682926829,PHO,0,5,1010,0.005,65,35.4,21.6,11.2,4.6,1.6,0.6,0.495,0.27,0.704,8.8,0.185
PG,5.5,13.3,1.4,4.2,2,0.464,2.4,1.8,19.6,0.487,19.8,4.9,5.3,3.4,2.3,5.7,94,Mookie Blaylock,26,0.695121951,ATL,0,1,1010,0.001,81,36,13.8,5.2,9.7,2.6,0.5,0.411,0.334,0.73,10.2,0.168
PG,7.1,14.6,0.1,0.4,6.9,0.49,3.5,1.9,20.6,0.566,24.3,7,1.7,4.1,-0.7,3.4,94,Kevin Johnson,27,0.682926829,PHO,0,1,1010,0.001,67,36.6,20,2.5,9.5,1.9,0.1,0.487,0.222,0.819,8.7,0.17
PF,2,3.7,0.1,0.3,1.3,0.543,1.7,2.9,13.4,0.549,7.1,3.3,5.4,0.7,0.3,2.3,94,Dennis Rodman,32,0.670731707,SAS,0,1,1010,0.001,79,37.8,4.7,17.3,2.3,0.7,0.4,0.534,0.208,0.52,8.7,0.14
SG,7.5,17.3,1.7,4.8,5.6,0.482,2.8,1.9,15.9,0.532,21.5,4.7,3.2,1.6,0.3,3.5,94,Latrell Sprewell,23,0.609756098,GSW,0,1,1010,0.001,82,43.1,21,4.9,4.7,2.2,0.9,0.433,0.361,0.774,8,0.108
PG,5.6,10.6,0.6,1.8,4.1,0.555,3.2,2.9,22.5,0.608,19.1,9.3,4,5.8,2.2,7.5,94,John Stockton,31,0.646341463,UTA,0,1,1010,0.001,82,36.2,15.1,3.1,12.6,2.4,0.3,0.528,0.322,0.805,13.2,0.214
SF,9.4,21.5,1.1,4,7.1,0.466,2.3,1.7,21.8,0.535,31.9,2.1,0.5,4.7,-2.5,1,94,Dominique Wilkins,34,0.5,TOT,0,1,1010,0.001,74,35.6,26,6.5,2.3,1.2,0.4,0.44,0.288,0.847,8.4,0.153
PF,7.8,15.7,0.1,0.3,4.7,0.502,2.4,3.1,19.4,0.538,24.1,5.1,5.1,1.3,-0.9,1.7,94,Kevin Willis,31,0.695121951,ATL,0,1,1010,0.001,80,35.8,19.1,12,1.9,1,0.5,0.499,0.375,0.713,10.2,0.17
C,9.7,18.4,0.1,0.2,10.5,0.532,2.9,2.8,29.1,0.602,29.9,10.7,6.7,6,3.2,8.7,95,David Robinson,29,0.756097561,SAS,73,901,1050,0.858,81,38,27.6,10.8,2.9,1.7,3.2,0.53,0.3,0.774,17.5,0.273
C,11.8,20.2,0,0.1,10.8,0.583,2.6,3.3,28.6,0.588,31.9,9.6,4.4,5.6,0.2,5.7,95,Shaquille O'Neal,22,0.695121951,ORL,12,605,1050,0.576,79,37,29.3,11.4,2.7,0.9,2.4,0.583,0,0.533,14,0.23
PF,10.1,18.9,0.1,0.5,8.5,0.54,2.9,3.3,25.1,0.59,30.3,8.1,5.8,4.3,1.3,6,95,Karl Malone,31,0.731707317,UTA,14,532,1050,0.507,82,38.1,26.7,10.6,3.5,1.6,1,0.536,0.268,0.742,13.8,0.212
C,9.2,18.4,0.1,0.3,7.1,0.505,3.2,3.4,21.9,0.555,30.7,3.1,6.5,1.8,1.8,4.1,95,Patrick Ewing,32,0.670731707,NYK,2,230,1050,0.219,79,37,23.9,11,2.7,0.9,2,0.503,0.286,0.75,9.6,0.157
C,11.1,21.5,0,0.2,7.5,0.517,3.3,3.5,26,0.563,31.7,5.1,5.6,2.8,2.6,5.4,95,Hakeem Olajuwon,32,0.573170732,HOU,1,147,1050,0.14,72,39.6,27.8,10.8,3.5,1.8,3.4,0.517,0.188,0.756,10.7,0.181
PF,8.1,16.8,1.1,3.2,7.5,0.518,2.2,3,25.2,0.572,27.5,7.4,3.3,5.6,0.7,5,95,Charles Barkley,31,0.719512195,PHO,1,96,1050,0.091,68,35,23,11.1,4.1,1.6,0.7,0.486,0.338,0.748,10.6,0.214
SF,8,16.7,1.4,4,5.6,0.522,3.4,3,22.6,0.559,26.3,5.1,6.7,4.4,3,7.2,95,Scottie Pippen,29,0.573170732,CHI,1,83,1050,0.079,79,38.2,21.4,8.1,5.2,2.9,1.1,0.48,0.345,0.716,11.8,0.188
PG,5.2,9.6,1.2,2.8,3.7,0.607,3.3,2.6,23.3,0.651,18.9,9.9,4,7,2,7.9,95,John Stockton,32,0.731707317,UTA,1,47,1050,0.045,82,35,14.7,3.1,12.3,2.4,0.3,0.542,0.449,0.804,13.9,0.233
PG,8.4,16.4,0.9,2.8,4.2,0.535,2.5,2.5,21.3,0.564,24.4,8.2,3.5,4.1,0.8,5.2,95,Gary Payton,26,0.695121951,SEA,0,34,1050,0.032,82,36.8,20.6,3.4,7.1,2.5,0.2,0.509,0.302,0.716,11.7,0.187
PG,7.6,14.8,1.1,3.2,6,0.55,3.4,2.1,20.8,0.599,23.7,8.2,2.5,4.4,-0.3,4.5,95,Anfernee Hardaway,23,0.695121951,ORL,0,23,1050,0.022,77,37.7,20.9,4.4,7.2,1.7,0.3,0.512,0.349,0.769,10.7,0.177
SG,9.8,23.8,0.9,1.9,8,0.431,2.1,2.8,22.1,0.493,33.2,1.2,1.1,3.6,0.6,1.1,95,Michael Jordan,31,0.573170732,CHI,0,12,1050,0.011,17,39.3,26.9,6.9,5.3,1.8,0.8,0.411,0.5,0.801,2.3,0.167
PF,2.8,4.9,0,0,2.3,0.571,2,3.2,16.6,0.604,10.9,2.6,3.2,1.4,0.4,1.5,95,Dennis Rodman,33,0.756097561,SAS,0,9,1050,0.009,49,32,7.1,16.8,2,0.6,0.5,0.571,0,0.676,5.8,0.178
PG,4.2,10.8,0.9,3.3,3.5,0.426,3.2,1.8,15.1,0.471,19,1.1,2.6,0.6,0.6,2,95,Jason Kidd,21,0.43902439,DAL,0,7,1050,0.007,79,33.8,11.7,5.4,7.7,1.9,0.3,0.385,0.272,0.698,3.7,0.066
SG,7.5,16.3,1.9,5.4,5.8,0.521,2.4,2.7,22.1,0.613,24.2,3.6,1.7,4.5,0.5,2.3,95,Clyde Drexler,32,0.5,TOT,0,3,1050,0.003,76,35.9,21.8,6.3,4.8,1.8,0.6,0.461,0.36,0.824,11.7,0.206
SF,8.6,16.8,1,2.5,5,0.538,2.5,2.3,19.9,0.57,26.5,3.5,1.7,2.8,-1.9,1.5,95,Cedric Ceballos,25,0.585365854,LAL,0,1,1050,0.001,58,35,21.7,8,1.8,1,0.3,0.509,0.397,0.716,5.2,0.123
SG,11.2,22.6,1.4,3.2,8,0.525,2.4,2.4,29.4,0.582,33.3,14.2,6.2,8.3,2.2,9.8,96,Michael Jordan,32,0.87804878,CHI,109,1114,1130,0.986,82,37.7,30.4,6.6,4.3,2.2,0.5,0.495,0.427,0.834,20.4,0.317
C,8.7,16.8,0,0.1,10,0.517,2.3,3.2,29.4,0.589,28.8,11.1,7.2,5.8,3.1,8.3,96,David Robinson,30,0.719512195,SAS,0,574,1130,0.508,82,36.8,25,12.2,3,1.4,3.3,0.516,0.333,0.761,18.3,0.29
PG,7.6,14.8,1.1,3.5,7.1,0.549,2.8,2,24.6,0.605,25.5,11,3.4,6.2,1,6.9,96,Anfernee Hardaway,24,0.731707317,ORL,2,360,1130,0.319,82,36.8,21.7,4.3,7.1,2,0.5,0.513,0.314,0.767,14.4,0.229
C,10.7,20.8,0,0.2,7.6,0.515,3.4,3.4,25.5,0.558,31.9,4.5,5.2,2.8,2,4.9,96,Hakeem Olajuwon,33,0.585365854,HOU,1,238,1130,0.211,72,38.8,26.9,10.9,3.6,1.6,2.9,0.514,0.214,0.724,9.7,0.166
SF,7.3,15.8,1.9,5.2,4.2,0.525,2.7,2.6,21,0.551,24.4,7,5.3,4.6,1.7,5.9,96,Scottie Pippen,30,0.87804878,CHI,0,226,1130,0.2,77,36.7,19.4,6.4,5.9,1.7,0.7,0.463,0.374,0.679,12.3,0.209
PG,7.6,15.8,1.2,3.7,3.8,0.523,3.2,2.7,19.6,0.554,23.6,5.9,5.6,2.8,1.8,5.2,96,Gary Payton,27,0.780487805,SEA,0,98,1130,0.087,81,39,19.3,4.2,7.5,2.9,0.2,0.484,0.328,0.748,11.5,0.174
PF,9.6,18.5,0.2,0.5,8.6,0.524,2.4,3,26,0.575,29.8,9.9,5.3,5.6,1.4,7.1,96,Karl Malone,32,0.670731707,UTA,1,85,1130,0.075,82,38,25.7,9.8,4.2,1.7,0.7,0.519,0.4,0.723,15.1,0.233
PF,6.7,11.9,0.1,0.2,8.4,0.564,4,3.8,22.6,0.631,26.2,5.2,6.1,1.5,1.3,3.2,96,Shawn Kemp,26,0.780487805,SEA,0,73,1130,0.065,79,33.3,19.6,11.4,2.2,1.2,1.6,0.561,0.417,0.742,11.2,0.205
SF,7.1,15.3,0.1,0.3,8.1,0.464,3.3,3,20.9,0.537,25.9,6,5.7,3.1,1.7,5.6,96,Grant Hill,23,0.56097561,DET,0,63,1130,0.056,80,40.8,20.2,9.8,6.9,1.3,0.6,0.462,0.192,0.751,11.7,0.172
C,11,19.1,0,0,9.5,0.574,2.9,3.6,26.4,0.57,32.8,3.9,3,3.5,0.2,2.8,96,Shaquille O'Neal,23,0.731707317,ORL,0,63,1130,0.056,54,36,26.6,11,2.9,0.6,2.1,0.573,0.5,0.487,6.9,0.171
