pos,fg,fga,fg3,fg3a,fta,efg,tov,pf,per,ts_pct,usg_pct,ows,dws,obpm,dbpm,vorp,season,player,age,win_pct,team_id,votes_first,points_won,points_max,award_share,g,mp_per_g,pts_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,fg_pct,fg3_pct,ft_pct,ws,ws_per_48
PF,5.8,11.9,0,0,5.9,0.482,2.2,2.9,17.4,0.555,20,6,5.6,0.8,1.1,3.2,01,Anthony Mason,34,0.609756098,MIA,0,1,1240,0.001,80,40.7,16.1,9.6,3.1,1,0.3,0.482,0,0.781,11.6,0.171
PG,4,7.9,0.7,1.6,3.4,0.551,2.5,2.4,22.3,0.61,18.8,8.2,2.6,5.5,1.2,5.3,01,John Stockton,38,0.646341463,UTA,0,1,1240,0.001,82,29.2,11.5,2.8,8.7,1.6,0.3,0.504,0.462,0.817,10.8,0.216
PF,9.3,18.3,0,0.1,8.5,0.508,3.2,2.6,27,0.576,29,10.7,7.1,5.4,2.2,8,02,Tim Duncan,25,0.707317073,SAS,57,954,1260,0.757,82,40.6,25.5,12.7,3.7,0.7,2.5,0.508,0.1,0.799,17.8,0.257
PG,5.4,13.9,1.4,4.4,3,0.442,3.5,1.7,19.1,0.484,22.5,3.1,5.8,3,1.5,5,02,Jason Kidd,28,0.634146341,NJN,45,897,1260,0.712,82,37.3,14.7,7.3,9.9,2.1,0.2,0.391,0.321,0.814,8.9,0.14
C,10.6,18.3,0,0,10.7,0.579,2.6,3,29.7,0.59,31.8,9.2,4,7.1,0.9,6.1,02,Shaquille O'Neal,29,0.707317073,LAL,15,696,1260,0.552,67,36.1,27.2,10.7,3,0.6,2,0.579,0,0.555,13.2,0.262
SG,9.4,20.9,1.4,3.7,7.3,0.483,2.5,1.8,25.1,0.532,31.1,8.1,3.4,6.4,0.4,6.4,02,Tracy McGrady,22,0.536585366,ORL,7,390,1260,0.31,76,38.3,25.6,7.9,5.3,1.6,1,0.451,0.364,0.748,11.5,0.189
SG,9.4,20,0.4,1.7,7.4,0.479,2.8,2.9,23.2,0.544,30.4,8.9,3.8,4.3,0.3,5.2,02,Kobe Bryant,23,0.707317073,LAL,1,98,1260,0.078,80,38.3,25.2,5.5,5.5,1.5,0.4,0.469,0.25,0.829,12.7,0.199
PG,9,19.2,0.9,2.9,4.1,0.49,2.5,2.2,22.9,0.526,27.2,10.1,2.5,5.2,-0.2,5.9,02,Gary Payton,33,0.548780488,SEA,1,54,1260,0.043,82,40.3,22.1,4.8,9,1.6,0.3,0.467,0.314,0.797,12.6,0.183
PF,9.9,19.9,0.1,0.4,6.3,0.497,2.9,3.4,24.4,0.54,29,4.8,3.9,3.8,1.6,3.9,02,Chris Webber,28,0.743902439,SAC,0,37,1260,0.029,54,38.4,24.5,10.1,4.8,1.7,1.4,0.495,0.263,0.749,8.6,0.2
C,7.9,16.6,1.8,4.6,6.8,0.532,1.9,2.9,24.1,0.599,25.5,10.2,3.1,5.4,0.1,5.5,02,Dirk Nowitzki,23,0.695121951,DAL,0,31,1260,0.025,76,38,23.4,9.9,2.4,1.1,1,0.477,0.397,0.853,13.4,0.222
SG,11.1,27.8,1.3,4.5,9.8,0.422,4,1.7,21.9,0.489,37.8,2.6,4.3,3.9,0.8,4.5,02,Allen Iverson,26,0.524390244,PHI,0,29,1260,0.023,60,43.7,31.4,4.5,5.5,2.8,0.2,0.398,0.291,0.812,6.9,0.126
C,3.2,6,0,0,2.9,0.531,0.9,2.2,18.6,0.522,10.5,4.3,7.2,1.2,3.3,4.8,02,Ben Wallace,27,0.609756098,DET,0,24,1260,0.019,80,36.5,7.6,13,1.4,1.7,3.5,0.531,0,0.423,11.6,0.19
SG,8.6,19.5,2.6,6.3,7.8,0.508,2.9,2.9,22.3,0.57,29.3,7.3,5.6,4.7,1.3,6.6,02,Paul Pierce,24,0.597560976,BOS,0,22,1260,0.017,82,40.3,26.1,6.9,3.2,1.9,1,0.442,0.404,0.809,12.9,0.187
PF,8.1,17.3,0.5,1.4,5.5,0.484,2.8,2.3,23.8,0.536,26,7.9,4.9,5.1,1.8,7.1,02,Kevin Garnett,25,0.609756098,MIN,0,17,1260,0.013,81,39.2,21.2,12.1,5.2,1.2,1.6,0.47,0.319,0.801,12.8,0.194
SF,9.2,22.1,0.2,0.9,5.6,0.42,2.7,2,20.7,0.468,36,1.2,2.1,3.2,-0.1,2.7,02,Michael Jordan,38,0.451219512,WAS,0,16,1260,0.013,60,34.9,22.9,5.7,5.2,1.4,0.4,0.416,0.189,0.79,3.3,0.075
PG,6.4,13.3,1.9,4.2,3.6,0.554,2.8,2,20.7,0.602,23,9.5,0.3,5.1,-2.1,3.6,02,Steve Nash,27,0.695121951,DAL,0,5,1260,0.004,82,34.6,17.9,3.1,7.7,0.6,0,0.483,0.455,0.887,9.9,0.167
SF,6.9,17.4,1.1,3.9,7.6,0.43,3.5,2.1,19,0.518,32.3,3.2,2.6,2.7,-1.2,2.4,02,Jerry Stackhouse,27,0.609756098,DET,0,3,1260,0.002,76,35.3,21.4,4.1,5.3,1,0.5,0.397,0.287,0.858,5.8,0.104
PG,5.6,12.3,0.6,1.7,2.4,0.479,1.7,1.7,14.9,0.513,19.7,3.7,2.6,0.3,0,1.6,02,Mike Bibby,23,0.743902439,SAC,0,1,1260,0.001,80,33.2,13.7,2.8,5,1.1,0.2,0.453,0.37,0.803,6.3,0.113
PF,6.7,12.6,0,0,6.6,0.527,2.2,3.2,23.6,0.586,21.1,9.9,3.7,3.9,0.4,4.8,02,Elton Brand,22,0.475609756,LAC,0,1,1260,0.001,80,37.8,18.2,11.6,2.4,1,2,0.527,0,0.742,13.6,0.216
SF,7.7,15.9,1.8,4.4,4.5,0.541,2,1.7,19.3,0.592,23.2,6.8,3,3.2,-0.2,3.3,02,Peja Stojakovi??,24,0.743902439,SAC,0,1,1260,0.001,71,37.3,21.2,5.3,2.5,1.1,0.2,0.484,0.416,0.876,9.9,0.179
PF,8.8,17.2,0.1,0.3,7.8,0.515,3.1,2.9,26.9,0.564,28,9.5,6.9,5,2.5,7.7,03,Tim Duncan,26,0.731707317,SAS,60,962,1190,0.808,81,39.3,23.3,12.9,3.9,0.7,2.9,0.513,0.273,0.71,16.5,0.248
PF,9.1,18.1,0.2,0.9,6.1,0.508,2.8,2.4,26.4,0.553,26.4,9.8,5.8,6,2.4,8.7,03,Kevin Garnett,26,0.62195122,MIN,43,871,1190,0.732,82,40.5,23,13.4,6,1.4,1.6,0.502,0.282,0.751,15.6,0.225
SG,10.6,23.5,1.5,4,8.7,0.483,3.5,2.7,26.2,0.55,32.9,11,4,6.3,0.7,7.7,03,Kobe Bryant,24,0.609756098,LAL,8,496,1190,0.417,82,41.5,30,6.9,5.9,2.2,0.8,0.451,0.383,0.843,14.9,0.21
SG,11.1,24.2,2.3,6,9.7,0.505,2.6,2.1,30.3,0.564,35.2,13.2,2.9,9.8,0.7,9.3,03,Tracy McGrady,23,0.512195122,ORL,4,427,1190,0.359,75,39.4,32.1,6.5,5.5,1.7,0.8,0.457,0.386,0.793,16.1,0.262
C,10.4,18.1,0,0,10.8,0.574,2.9,3.4,29.5,0.602,30.2,10.2,3,6.4,0.1,5.5,03,Shaquille O'Neal,30,0.609756098,LAL,3,126,1190,0.106,67,37.8,27.5,11.1,3.1,0.6,2.4,0.574,0,0.622,13.2,0.25
SG,9.8,23.7,1,3.7,9,0.436,3.5,1.8,21.2,0.5,32.9,5,4.2,3.3,0.2,4.8,03,Allen Iverson,27,0.585365854,PHI,0,83,1190,0.07,82,42.5,27.6,4.2,5.5,2.7,0.2,0.414,0.277,0.774,9.2,0.127
PF,8.6,18.6,1.9,4.9,6.9,0.513,1.9,2.6,25.6,0.581,27.4,10.8,5.3,5.8,1.4,7.3,03,Dirk Nowitzki,24,0.731707317,DAL,0,43,1190,0.036,80,39,25.1,9.9,3,1.4,1,0.463,0.379,0.881,16.1,0.249
C,2.9,6,0,0.1,2.6,0.482,1.2,2.5,17.2,0.486,10.2,2.7,7.9,0.4,3.5,4.3,03,Ben Wallace,28,0.609756098,DET,1,33,1190,0.028,73,39.4,6.9,15.4,1.6,1.4,3.2,0.481,0.167,0.45,10.6,0.176
PG,6.4,15.6,1.6,4.6,5,0.465,3.7,1.6,22.2,0.526,25.9,5.5,5.8,4.8,1.8,6.5,03,Jason Kidd,29,0.597560976,NJN,0,31,1190,0.026,80,37.4,18.7,6.3,8.9,2.2,0.3,0.414,0.341,0.841,11.3,0.182
PF,9.9,21.4,0.1,0.3,5.3,0.463,3.2,3,20.9,0.485,30.4,1.7,5.3,2,1.5,3.6,03,Chris Webber,29,0.719512195,SAC,0,19,1190,0.016,67,39.1,23,10.5,5.4,1.6,1.3,0.461,0.238,0.607,6.9,0.127
SF,8.2,19.3,1.5,3.7,4.5,0.46,2.8,2.4,18,0.507,27.1,5.4,3.6,2.6,-0.4,3.5,03,Jamal Mashburn,30,0.573170732,NOH,0,1,1190,0.001,82,40.5,21.6,6.1,5.6,1,0.2,0.422,0.389,0.848,9,0.13
PG,6.3,13.6,1.4,3.3,4.1,0.515,2.3,1.6,22.6,0.576,24.4,9.7,1.9,5.4,-0.8,4.5,03,Steve Nash,28,0.731707317,DAL,0,1,1190,0.001,82,33.1,17.7,2.9,7.3,1,0.1,0.465,0.413,0.909,11.6,0.206
SG,8.4,20.2,1.5,4.9,9.5,0.454,3.6,2.9,22.7,0.532,33.2,5.3,4.8,4.2,0.7,5.4,03,Paul Pierce,25,0.536585366,BOS,0,1,1190,0.001,79,39.2,25.9,7.3,4.4,1.8,0.8,0.416,0.302,0.802,10.1,0.157
PF,9.8,19.6,0.1,0.5,5.7,0.502,2.6,2.5,29.4,0.547,29.6,10.4,8,6.8,3.3,10,04,Kevin Garnett,27,0.707317073,MIN,120,1219,1230,0.991,82,39.4,24.2,13.9,5,1.5,2.2,0.499,0.256,0.791,18.3,0.272
PF,8.6,17.1,0,0.2,8.5,0.502,2.7,2.4,27.1,0.534,29.7,5.9,7.2,5.2,3.3,6.7,04,Tim Duncan,27,0.695121951,SAS,0,716,1230,0.582,69,36.6,22.3,12.4,3.1,0.9,2.7,0.501,0.167,0.599,13.1,0.249
PF,7.8,17.9,0,0.2,5.9,0.435,2.3,3.2,21.1,0.489,30.2,2.7,6.3,1.1,1.3,3.1,04,Jermaine O'Neal,25,0.743902439,IND,2,523,1230,0.425,78,35.7,20.1,10,2.1,0.8,2.6,0.434,0.111,0.757,9,0.155
SF,8.2,17.1,3,6.8,5.2,0.566,1.9,2,21.8,0.624,23.9,11.4,2.1,5.2,-1.3,4.9,04,Peja Stojakovi??,26,0.670731707,SAC,1,281,1230,0.228,81,40.3,24.2,6.3,2.1,1.3,0.2,0.48,0.433,0.927,13.5,0.198
SG,7.9,18.1,1.1,3.3,8.2,0.468,2.6,2.7,23.7,0.551,29.1,7.8,3,5.1,0.5,4.7,04,Kobe Bryant,25,0.682926829,LAL,0,212,1230,0.172,65,37.6,24,5.5,5.1,1.7,0.4,0.438,0.327,0.852,10.7,0.21
C,8.3,14.1,0,0,10.1,0.584,2.9,3.4,24.4,0.578,26.3,5.9,4,3.8,1,4.1,04,Shaquille O'Neal,31,0.682926829,LAL,0,178,1230,0.145,67,36.8,21.5,11.5,2.9,0.5,2.5,0.584,0,0.49,9.9,0.192
C,3.9,9.2,0,0.1,3.6,0.422,1.5,2,17.3,0.441,15.3,1.1,9.1,0.2,3.3,4.3,04,Ben Wallace,29,0.658536585,DET,0,24,1230,0.02,81,37.7,9.5,12.4,1.7,1.8,3,0.421,0.125,0.49,10.2,0.16
PG,5.5,14.3,1.4,4.4,3.7,0.433,3.2,1.6,19.7,0.485,24.6,2.8,4.4,3.4,1.3,4.2,04,Jason Kidd,30,0.573170732,NJN,0,17,1230,0.014,67,36.6,15.5,6.4,9.2,1.8,0.2,0.384,0.321,0.827,7.2,0.141
SG,7.9,18.9,0.8,2.7,5.8,0.438,3.5,1.9,18.3,0.488,28.2,2.4,2.6,2.3,-0.6,2.9,04,LeBron James,19,0.426829268,CLE,0,11,1230,0.009,79,39.5,20.9,5.5,5.9,1.6,0.7,0.417,0.29,0.754,5.1,0.078
PG,7.7,15.7,0.9,2.3,4.1,0.517,2.7,3,22.8,0.566,27.2,8.8,3.3,4.1,0.3,4.6,04,Sam Cassell,34,0.707317073,MIN,0,4,1230,0.003,81,35,19.8,3.3,7.3,1.3,0.2,0.488,0.398,0.873,12.1,0.205
PG,8.3,20.9,2.8,8.7,5.3,0.462,3.2,2.7,20.7,0.492,30.1,4.3,3.2,4.7,0.5,4.8,04,Baron Davis,24,0.5,NOH,0,4,1230,0.003,67,40.1,22.9,4.3,7.5,2.4,0.4,0.395,0.321,0.673,7.5,0.133
C,7.9,17,1.3,3.8,5.5,0.5,1.8,2.8,22.5,0.561,24.5,9,2.5,3.8,0,4.3,04,Dirk Nowitzki,25,0.634146341,DAL,0,4,1230,0.003,77,37.9,21.8,8.7,2.7,1.2,1.4,0.462,0.341,0.877,11.5,0.19
PF,5.3,11.9,0.9,2.6,6.4,0.479,2.8,2.2,22.6,0.559,21.9,6.5,5,5,2.9,7.2,04,Andrei Kirilenko,22,0.512195122,UTA,0,2,1230,0.002,78,37.1,16.5,8.1,3.1,1.9,2.8,0.443,0.338,0.79,11.6,0.192
SF,7.6,17.9,0.8,2.6,6.4,0.449,3,2.7,17.6,0.509,28.5,3.7,2.4,1.6,-1.6,1.5,04,Carmelo Anthony,19,0.524390244,DEN,0,1,1230,0.001,82,36.5,21,6.1,2.8,1.2,0.5,0.426,0.322,0.777,6.1,0.098
C,6.5,12.5,0,0,5.4,0.522,2.5,3.3,21.9,0.586,25.3,6.5,4.8,1.7,1.1,3.2,04,Yao Ming,23,0.548780488,HOU,0,1,1230,0.001,82,32.8,17.5,9,1.5,0.3,1.9,0.522,0,0.809,11.4,0.202
SG,7.7,17.5,1.5,4.4,5.4,0.484,1.4,1.9,19.9,0.544,26.3,8.4,1.3,3.8,-1.3,3.5,04,Michael Redd,24,0.5,MIL,0,1,1230,0.001,82,36.8,21.7,5,2.3,1,0.1,0.44,0.35,0.868,9.7,0.154
PG,5.7,11.4,1.3,2.9,3.2,0.557,3.3,1.8,22,0.606,20.5,9.7,1.2,5.5,-0.8,4.4,05,Steve Nash,30,0.756097561,PHO,65,1066,1270,0.839,75,34.3,15.5,3.3,11.5,1,0.1,0.502,0.431,0.887,10.9,0.203
C,9,15,0,0,10.5,0.601,2.8,3.6,27,0.583,30.5,6.4,4.6,4.1,1.2,4.6,05,Shaquille O'Neal,32,0.719512195,MIA,58,1032,1270,0.813,73,34.1,22.9,10.4,2.7,0.5,2.3,0.601,0,0.461,11,0.211
PF,8.5,18.5,1.2,2.9,9.1,0.49,2.3,2.8,26.1,0.578,28.7,10.3,5.2,5.8,1.5,7.1,05,Dirk Nowitzki,26,0.707317073,DAL,0,349,1270,0.275,78,38.7,26.1,9.7,3.1,1.2,1.5,0.459,0.399,0.869,15.6,0.248
PF,7.8,15.8,0,0.1,6.9,0.498,1.9,2.2,27,0.54,28.9,5.5,5.7,4.8,2.8,5.4,05,Tim Duncan,28,0.719512195,SAS,1,328,1270,0.258,66,33.4,20.3,11.1,2.7,0.7,2.6,0.496,0.333,0.67,11.2,0.245
PG,10.3,24.2,1.4,4.5,10.5,0.453,4.6,1.9,23.2,0.532,35,5.3,3.7,4.2,0,5,05,Allen Iverson,29,0.524390244,PHI,2,240,1270,0.189,75,42.3,30.7,4,7.9,2.4,0.1,0.424,0.308,0.835,9,0.136
SF,9.9,21.1,1.4,3.9,8,0.504,3.3,1.8,25.7,0.554,29.7,9.7,4.6,7,1.7,9.1,05,LeBron James,20,0.512195122,CLE,0,93,1270,0.073,80,42.4,27.2,7.4,7.2,2.2,0.7,0.472,0.351,0.75,14.3,0.203
SF,9.2,21.3,1.8,5.6,7.1,0.473,2.6,2.1,22.9,0.526,31.2,6.5,5.4,5.2,1.5,6.9,05,Tracy McGrady,25,0.62195122,HOU,0,44,1270,0.035,78,40.8,25.7,6.2,5.7,1.7,0.7,0.431,0.326,0.774,12,0.18
SG,8.2,17.1,0.2,0.6,9.9,0.483,4.2,3,23.1,0.561,30.9,6.7,4.3,3.9,0.7,4.9,05,Dwyane Wade,23,0.719512195,MIA,0,43,1270,0.034,77,38.6,24.1,5.2,6.8,1.6,1.1,0.478,0.289,0.762,11,0.177
C,9.3,16.7,0,0.2,9.9,0.56,2.4,3.5,26.6,0.617,28.3,11.3,3.3,4.1,0.3,4.7,05,Amar'e Stoudemire,22,0.756097561,PHO,1,41,1270,0.032,80,36.1,26,8.9,1.6,1,1.6,0.559,0.188,0.733,14.6,0.243
SG,8.2,19.2,2.7,7.1,5.5,0.498,2.2,2.1,20.9,0.555,28,9.7,1,5.3,-1.2,4.8,05,Ray Allen,29,0.634146341,SEA,0,41,1270,0.032,78,39.3,23.9,4.4,3.7,1.1,0.1,0.428,0.376,0.883,10.7,0.168
PF,8.3,16.6,0.1,0.3,6.7,0.504,2.7,2.5,28.2,0.567,27.1,10.1,6,6.5,3,9.1,05,Kevin Garnett,28,0.536585366,MIN,0,15,1270,0.012,82,38.1,22.2,13.5,5.7,1.5,1.4,0.502,0.24,0.811,16.1,0.248
PG,8.2,19,2.6,7,8,0.498,3,3.1,21.3,0.565,27.3,9.2,2.3,4.7,-0.4,5.2,05,Gilbert Arenas,23,0.548780488,WAS,0,4,1270,0.003,80,40.9,25.5,4.7,5.1,1.7,0.3,0.431,0.365,0.814,11.5,0.169
SF-SG,9,20,1.6,4.1,6,0.493,2.2,3.2,24.5,0.556,32.9,5.4,3.1,6.2,0.8,5.1,05,Vince Carter,28,0.402439024,TOT,0,3,1270,0.002,77,36.7,24.5,5.2,4.2,1.4,0.6,0.452,0.406,0.798,9.4,0.159
PF,4.1,9.2,0,0,3,0.446,1.2,2.8,15.5,0.512,15.9,4,2.9,0.1,0.1,1.5,05,P.J. Brown,35,0.219512195,NOH,0,1,1270,0.001,82,34.4,10.8,9,2.2,0.9,0.6,0.446,0,0.864,6.9,0.118
C,4.2,9.1,0,0.1,2.6,0.465,1.6,2.7,18,0.505,17.2,1.2,4.5,-0.2,3.3,2.6,05,Marcus Camby,30,0.597560976,DEN,0,1,1270,0.001,66,30.5,10.3,10,2.3,0.9,3,0.465,0,0.723,5.8,0.138
PF,7.6,15.9,1.4,4.2,3.4,0.52,1.5,2.5,21.7,0.556,21.3,7.3,5.2,3.1,1.3,5.1,05,Shawn Marion,26,0.756097561,PHO,0,1,1270,0.001,81,38.8,19.4,11.3,1.9,2,1.5,0.476,0.334,0.833,12.5,0.191
PG,6.8,13.4,1.9,4.3,3.5,0.583,3.5,1.5,23.3,0.632,23.3,10.3,2.1,5.7,-0.7,4.9,06,Steve Nash,31,0.658536585,PHO,57,924,1250,0.739,79,35.4,18.8,4.2,10.5,0.8,0.2,0.512,0.439,0.921,12.4,0.212
SF,11.1,23.1,1.6,4.8,10.3,0.515,3.3,2.3,28.1,0.568,33.6,12,4.3,7.5,1.6,9.4,06,LeBron James,21,0.609756098,CLE,16,688,1250,0.55,79,42.5,31.4,7,6.6,1.6,0.8,0.48,0.335,0.738,16.3,0.232
PF,9.3,19.3,1.4,3.3,7.4,0.515,1.9,2,28.1,0.589,30,13.5,4.3,7.8,0.4,7.9,06,Dirk Nowitzki,27,0.731707317,DAL,14,544,1250,0.435,81,38.1,26.6,9,2.8,0.7,1,0.48,0.406,0.901,17.7,0.275
SG,12.2,27.2,2.3,6.5,10.2,0.491,3.1,2.9,28,0.559,38.7,11.6,3.7,7.4,0.2,8,06,Kobe Bryant,27,0.548780488,LAL,22,483,1250,0.386,80,41,35.4,5.3,4.5,1.8,0.4,0.45,0.347,0.85,15.3,0.224
PG,5.2,12.5,2.3,5.2,6.4,0.509,2.1,2,23.4,0.602,22.9,12.7,2.8,6.2,0.1,6.1,06,Chauncey Billups,29,0.780487805,DET,15,430,1250,0.344,81,36.1,18.5,3.1,8.6,0.9,0.1,0.418,0.433,0.894,15.5,0.254
SG,9.3,18.8,0.2,1,10.7,0.499,3.6,2.9,27.6,0.577,32.5,10.2,4.2,5.9,1.8,7.1,06,Dwyane Wade,24,0.634146341,MIA,0,87,1250,0.07,75,38.6,27.2,5.7,6.7,1.9,0.8,0.495,0.171,0.783,14.4,0.239
PF,9.6,18.2,0,0,7.2,0.527,2.2,2.9,26.5,0.58,27.7,9.3,5.5,5.1,1.6,6.8,06,Elton Brand,26,0.573170732,LAC,1,50,1250,0.04,79,39.2,24.7,10,2.6,1,2.5,0.527,0.333,0.775,14.8,0.229
PF,7.2,14.8,0,0.1,6.7,0.485,2.5,2.7,23.1,0.523,27.7,3.9,6.9,2.3,2.6,4.9,06,Tim Duncan,29,0.768292683,SAS,0,33,1250,0.026,80,34.8,18.6,11,3.2,0.9,2,0.484,0.4,0.629,10.8,0.187
PG,7.8,14.2,0.1,0.5,4.5,0.553,3.1,2,20.8,0.584,27.1,5.5,4.1,2.4,0.4,3.3,06,Tony Parker,23,0.768292683,SAS,0,9,1250,0.007,80,33.9,18.9,3.3,5.8,1,0.1,0.548,0.306,0.707,9.6,0.169
PG,11.3,25.3,1,3.1,11.5,0.467,3.4,1.7,25.9,0.543,35.8,8.8,1.8,5.8,-1,5.3,06,Allen Iverson,30,0.463414634,PHI,0,1,1250,0.001,72,43.1,33,3.2,7.4,1.9,0.1,0.447,0.323,0.814,10.6,0.165
PF,8.8,16.9,1.2,3.6,3.7,0.56,1.5,2.8,23.6,0.591,22.3,8.6,5.9,3.5,1.3,5.6,06,Shawn Marion,27,0.658536585,PHO,0,1,1250,0.001,81,40.3,21.8,11.8,1.8,2,1.7,0.525,0.331,0.809,14.6,0.214
PF,8.6,17.2,0.9,2.2,7.1,0.529,2.1,2.2,27.6,0.605,28.9,11.8,4.5,7.2,1.2,7.4,07,Dirk Nowitzki,28,0.817073171,DAL,83,1138,1290,0.882,78,36.2,24.6,8.9,3.4,0.7,0.8,0.502,0.416,0.904,16.3,0.278
PG,6.8,12.8,2.1,4.5,3.3,0.613,3.8,1.5,23.8,0.654,22.9,10.8,1.7,6.7,-0.8,5.3,07,Steve Nash,32,0.743902439,PHO,44,1013,1290,0.785,76,35.3,18.6,3.5,11.6,0.8,0.1,0.532,0.455,0.899,12.6,0.225
SG,10.6,22.8,1.8,5.2,10,0.502,3.3,2.7,26.1,0.58,33.6,10.8,2.2,6.4,-0.5,6.1,07,Kobe Bryant,28,0.512195122,LAL,2,521,1290,0.404,77,40.8,31.6,5.7,5.4,1.4,0.5,0.463,0.344,0.868,13,0.199
C,7.7,14.1,0,0.1,7.1,0.547,2.8,2.5,26.1,0.579,27.9,6.3,6.8,3.8,3.2,6.2,07,Tim Duncan,30,0.707317073,SAS,0,286,1290,0.222,80,34.1,20,10.6,3.4,0.8,2.4,0.546,0.111,0.637,13,0.23
SF,9.9,20.8,1.3,4,9,0.507,3.2,2.2,24.5,0.552,31,8,5.7,5.9,2.2,8.1,07,LeBron James,22,0.609756098,CLE,0,183,1290,0.142,78,40.9,27.3,6.7,6,1.6,0.7,0.476,0.319,0.698,13.7,0.206
SG,9,20.8,1.8,5.4,6.9,0.474,3,1.9,23.2,0.515,35,4.1,4.5,4.9,1.2,5.2,07,Tracy McGrady,27,0.634146341,HOU,0,110,1290,0.085,71,35.8,24.6,5.3,6.5,1.3,0.5,0.431,0.331,0.707,8.6,0.163
C,7.9,15.9,0.2,0.5,8.6,0.502,2.6,2.4,22.6,0.577,26.7,6.1,3.5,2.8,-0.1,3.1,07,Chris Bosh,22,0.573170732,TOR,0,43,1290,0.033,69,38.5,22.6,10.7,2.5,0.6,1.3,0.496,0.343,0.785,9.6,0.174
PG,8.7,20.9,2.8,7.9,9.7,0.484,3.2,3.4,24,0.565,31.4,9.3,1.5,5.5,-0.8,5,07,Gilbert Arenas,25,0.5,WAS,0,31,1290,0.024,74,39.8,28.4,4.6,6,1.9,0.2,0.418,0.351,0.844,10.8,0.177
PF,8.7,15.6,0,0,5,0.561,2.6,2.9,24.1,0.588,26.5,6.5,3.4,4.4,0.2,4.3,07,Carlos Boozer,25,0.62195122,UTA,0,7,1290,0.005,74,34.6,20.9,11.7,3,0.9,0.3,0.561,0,0.685,9.9,0.185
PF,8.4,17.6,0.2,0.7,6.6,0.48,2.7,2.4,24.1,0.546,27.4,5.7,4.9,3.8,1.7,5.5,07,Kevin Garnett,30,0.390243902,MIN,0,7,1290,0.005,76,39.4,22.4,12.8,4.1,1.2,1.7,0.476,0.214,0.835,10.7,0.171
PG,5,11.6,1.6,4.5,6.2,0.494,2,2.3,21.3,0.591,21.5,8.7,2.7,4.2,0.5,4.3,07,Chauncey Billups,30,0.646341463,DET,0,4,1290,0.003,70,36.2,17,3.4,7.2,1.2,0.2,0.427,0.345,0.883,11.4,0.216
C,7.1,12,0,0,7.4,0.591,2.4,3.5,21.7,0.567,29.4,1.4,1.5,1.6,0.2,1.1,07,Shaquille O'Neal,34,0.536585366,MIA,0,3,1290,0.002,40,28.4,17.3,7.4,2,0.2,1.4,0.591,0,0.422,2.8,0.119
SG,9.3,18.9,0.4,1.5,10.5,0.502,4.2,2.3,28.9,0.583,34.7,5.9,2.9,6.3,1.8,4.9,07,Dwyane Wade,25,0.536585366,MIA,0,3,1290,0.002,51,37.9,27.4,4.7,7.5,2.1,1.2,0.491,0.266,0.807,8.8,0.219
C,7.4,12.9,0,0,7.1,0.575,2.8,3.6,23.1,0.637,25.8,7.2,4,1.5,0.3,2.6,07,Amar'e Stoudemire,24,0.743902439,PHO,0,2,1290,0.002,82,32.8,20.4,9.6,1,1,1.3,0.575,0,0.781,11.2,0.201
SF,10.6,22.4,0.6,2.3,8.7,0.489,3.6,3.1,22.1,0.552,33.4,5.2,2.1,3.2,-1.3,2.5,07,Carmelo Anthony,22,0.548780488,DEN,0,1,1290,0.001,65,38.2,28.9,6,3.8,1.2,0.4,0.476,0.268,0.808,7.3,0.14
PG,7.2,16.3,1.3,4.4,5.9,0.48,3.1,2.9,21,0.53,26.5,4.1,2.3,3.1,0.5,3.2,07,Baron Davis,27,0.512195122,GSW,0,1,1290,0.001,63,35.3,20.1,4.4,8.1,2.1,0.5,0.439,0.304,0.745,6.4,0.139
PG,7.4,14.2,0.2,0.5,4.5,0.527,2.5,1.8,21.4,0.572,27.4,5.8,3.9,2.7,0.4,3.2,07,Tony Parker,24,0.707317073,SAS,0,1,1290,0.001,77,32.5,18.6,3.2,5.5,1.1,0.1,0.52,0.395,0.783,9.6,0.185
SG,9.5,20.6,1.8,5.1,9,0.503,3.1,2.8,24.2,0.576,31.4,9.5,4.3,5.2,0.6,6.3,08,Kobe Bryant,29,0.695121951,LAL,82,1100,1260,0.873,82,38.9,28.3,6.3,5.4,1.8,0.5,0.459,0.361,0.84,13.8,0.208
PG,7.9,16.1,1.2,3.1,4.9,0.524,2.5,2.3,28.3,0.576,25.7,13.2,4.6,7.2,3.2,9.3,08,Chris Paul,22,0.682926829,NOH,28,894,1260,0.71,80,37.6,21.1,4,11.6,2.7,0.1,0.488,0.369,0.851,17.8,0.284
PF,7.5,13.9,0,0.2,4.7,0.539,1.9,2.3,25.3,0.588,25.5,6.6,6.2,4.7,3.5,6,08,Kevin Garnett,31,0.804878049,BOS,15,670,1260,0.532,71,32.8,18.8,9.2,3.4,1.4,1.3,0.539,0,0.801,12.9,0.265
SF,10.6,21.9,1.5,4.8,10.3,0.518,3.4,2.2,29.1,0.568,33.5,10.7,4.6,8.2,2.6,9.8,08,LeBron James,23,0.548780488,CLE,1,438,1260,0.348,75,40.4,30,7.9,7.2,1.8,1.1,0.484,0.315,0.712,15.2,0.242
